,primary_site,status,dataset,tissue_hd,dataset_status
TCGA-D8-A1XA-01A-11R-A14D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-Z7-A8R6-01A-11R-A41B-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0BQ-01A-21R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-GM-A2DL-01A-11R-A18M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-EW-A3E8-01B-11R-A24H-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A4SB-01A-21R-A266-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0B1-01A-12R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-EW-A424-01A-11R-A24H-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-LD-A7W5-01A-22R-A352-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0CZ-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A085-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0B2-01A-11R-A10J-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AN-A0AK-01A-21R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A408-01A-12R-A24H-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-EW-A1PH-01A-11R-A14M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A1-A0SG-01A-11R-A144-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0HL-01A-11R-A10U-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A109-01A-11R-A10J-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A1JL-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AO-A129-01A-21R-A10J-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0BP-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A202-01A-11R-A14M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A25A-01A-12R-A16F-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A24U-01A-11R-A169-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AN-A0XO-01A-11R-A109-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A278-01A-11R-A169-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A1LI-01A-12R-A157-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A3W7-01A-11R-A22K-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A18M-01A-11R-A12D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A256-01A-11R-A169-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A26E-01A-11R-A277-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A1HN-01A-11R-A137-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A07L-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A1NE-01A-21R-A14M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A0AB-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AO-A0JI-01A-21R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A0CH-01A-21R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A12V-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AO-A12H-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A15E-01A-11R-A12D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A0TS-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A12W-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A0A7-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A12P-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A2LM-01A-11R-A180-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A4S3-01A-21R-A266-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A8OR-01A-21R-A41B-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A6IW-01A-12R-A33J-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-LL-A7T0-01A-31R-A352-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A4SA-01A-11R-A266-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A09A-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-EW-A1OW-01A-21R-A144-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A1FN-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A6IX-01A-12R-A32P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A14Y-01A-21R-A12D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A092-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AO-A12G-01A-11R-A10J-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0YK-01A-22R-A109-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A25F-01A-11R-A169-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A26E-01A-11R-A169-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0D4-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0T5-01A-21R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A1RA-01A-11R-A14D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A0I8-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-EW-A1IY-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A1AN-01A-11R-A12P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A04Q-01A-21R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A04X-01A-21R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0BT-01A-11R-A12P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A3Z5-01A-41R-A24H-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A15F-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A26Z-01A-11R-A16F-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AO-A12F-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A0IH-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0BA-01A-11R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A1RD-01A-11R-A157-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A0X7-01A-11R-A10J-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-LL-A441-01A-11R-A24H-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A1F2-01A-31R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A14U-01A-11R-A22K-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A5ZX-01A-12R-A29R-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-S3-AA17-01A-11R-A41B-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A22A-01A-11R-A157-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A0TQ-01A-11R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0HF-01A-11R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A0DC-01A-11R-A00Z-07-1,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A1XS-01A-11R-A14M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0EI-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A0TZ-01A-12R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A1BD-01A-11R-A12P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A1X6-01A-11R-A14M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A5ZW-01A-12R-A29R-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A1Y1-01A-21R-A14M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0B0-01A-21R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A1X8-01A-11R-A14M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A07S-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A1L7-01A-11R-A144-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-OL-A5RX-01A-11R-A28M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A2LO-01A-31R-A18M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A26Y-01A-11R-A16F-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A07Z-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A08S-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A0RG-01A-11R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0BZ-01A-31R-A12P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A13E-01A-11R-A277-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A0AD-01A-11R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A208-01A-11R-A157-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A09T-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0DS-01A-11R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A1R7-01A-11R-A14M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A1RC-01A-11R-A157-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0HP-01A-12R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A259-01A-11R-A16F-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A156-01A-11R-A12D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0HW-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A3Y0-01A-11R-A239-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A3ZX-01A-11R-A239-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A07I-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A3W6-01A-12R-A22K-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A1IO-01A-11R-A144-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A0IC-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A06X-01A-21R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A6VV-01A-22R-A33J-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-S3-AA14-01A-11R-A41B-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0EW-01A-21R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A3M8-01A-11R-A213-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A1HF-01A-11R-A137-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-LD-A9QF-01A-32R-A41B-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0BD-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A0TV-01A-21R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A0U3-01A-11R-A109-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A1J8-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A1JE-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0YT-01A-11R-A109-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A145-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A13Z-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AO-A0JG-01A-31R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A1F8-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0B2-01A-11R-A10J-07-1,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-EW-A1IZ-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0EM-01A-11R-A034-07-1,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A09I-01A-22R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A091-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-OL-A5RY-01A-21R-A28M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A7VB-01A-11R-A352-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AN-A046-01A-21R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A27M-01A-11R-A16F-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A1IL-01A-11R-A14D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0GY-01A-11R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A6R8-01A-21R-A33J-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A227-01A-11R-A157-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-EW-A1PD-01A-11R-A144-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-HN-A2NL-01A-11R-A18M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A27I-01A-11R-A16F-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A14Z-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A1-A0SD-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0BG-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A2JT-01A-22R-A18M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AO-A12E-01A-11R-A10J-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AQ-A0Y5-01A-11R-A14M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A3QQ-01A-11R-A22K-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AN-A0FD-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A25E-01A-11R-A169-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AO-A0JD-01A-11R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A1XM-01A-21R-A14M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0EN-01A-13R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-EW-A1P7-01A-21R-A144-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A15M-01A-11R-A12D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A095-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A0A2-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A09Q-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A13F-01A-11R-A12P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A24A-01A-11R-A169-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A0TX-01A-11R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A106-01A-11R-A10J-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A26X-01A-31R-A16F-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A079-01A-21R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0AY-01A-21R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A1XZ-01A-11R-A14M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A14X-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A1AK-01A-21R-A12P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A4S2-01A-12R-A266-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A12N-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A1N6-01A-11R-A144-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A135-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-GM-A2DF-01A-11R-A180-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A09W-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A12Z-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-LL-A442-01A-11R-A24H-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-S3-A6ZF-01A-32R-A32P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A8FZ-01A-11R-A352-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A1-A0SJ-01A-11R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A04W-01A-31R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A2LK-01A-11R-A180-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A093-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A27H-01A-11R-A16F-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0BV-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A1-A0SI-01A-11R-A144-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0EV-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A10A-01A-21R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-LL-A5YP-01A-21R-A28M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A24W-01A-11R-A169-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A1ET-01A-11R-A137-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AO-A1KO-01A-31R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A1QZ-01A-21R-A169-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A1FL-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0DX-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-3C-AALK-01A-11R-A41B-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A0IQ-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0EY-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A8OS-01A-12R-A41B-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0B9-01A-11R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A0RV-01A-11R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A1FC-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A105-01A-11R-A10J-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A27G-01A-11R-A16F-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A2FE-01A-11R-A19W-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-EW-A1P4-01A-21R-A144-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-LL-A440-01A-11R-A24H-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A3EH-01A-22R-A22K-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A1KN-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A08X-01A-21R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A15P-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0HK-01A-11R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A5QQ-01A-11R-A28M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A42V-01A-11R-A24H-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AQ-A1H2-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0T4-01A-31R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A1L6-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0AW-01A-11R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A10E-01A-21R-A10J-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0DK-01A-21R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A26F-01A-21R-A169-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AN-A03X-01A-21R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0W3-01A-11R-A109-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A201-01A-11R-A14M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A06Q-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A0D9-01A-31R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A23H-01A-11R-A157-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0B5-01A-11R-A12P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A27W-01A-11R-A16F-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A250-01A-31R-A169-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A1AO-01A-11R-A12P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A8HQ-01A-11R-A36F-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A2P5-01A-11R-A19W-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A1FJ-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0YC-01A-11R-A109-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A18P-01A-11R-A12D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A15T-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A1-A0SK-01A-12R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AN-A0XP-01A-11R-A109-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A14T-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-EW-A1P1-01A-31R-A14D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A1R5-01A-11R-A14M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A2FF-01A-11R-A17B-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-EW-A1P5-01A-11R-A144-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A132-01A-31R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A4RX-01A-11R-A266-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A18T-01A-11R-A12D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A1JU-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AO-A0J5-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A27N-01A-11R-A16F-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A1JF-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A159-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A04N-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A0I6-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-GM-A3XL-01A-11R-A22U-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
