,primary_site,status,dataset,tissue_hd,dataset_status
GTEX-ZZPU-0526-SM-5E44U,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-QDVN-0726-SM-4B64L,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-12584-1426-SM-5EGJ9,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11EQ9-0226-SM-5A5JX,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13RTJ-1126-SM-5S2UJ,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13FTZ-0526-SM-5IJCW,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-U412-0826-SM-3DB9K,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-131XF-1026-SM-5BC6A,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-QXCU-0626-SM-2TC69,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-T5JC-0826-SM-32PMC,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-XV7Q-0426-SM-4BRVN,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-TMMY-0926-SM-4TT1Z,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-PVOW-1026-SM-2XCF9,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-145LT-0326-SM-5LUAD,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-YFCO-0426-SM-4W1Z7,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11TUW-0526-SM-5LU9A,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13OVH-1026-SM-5J2NP,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11NSD-0326-SM-5A5LS,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-QV44-0926-SM-2S1RH,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-S4Z8-0426-SM-3K2AH,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-POYW-1226-SM-2XCEP,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-U8T8-2226-SM-3DB95,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZYFG-0226-SM-5GIDT,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-XYKS-0526-SM-4BRW2,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-YFC4-1126-SM-5RQJN,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-X5EB-0426-SM-46MVY,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZXG5-0826-SM-5GID6,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-XBEC-1026-SM-4QASM,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-S7SE-0926-SM-2XCD6,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13N11-0326-SM-5LUA3,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-YECK-0926-SM-4W214,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13JUV-0526-SM-5K7XE,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZYY3-0926-SM-5E454,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-OOBJ-0526-SM-48TDK,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13OW5-0726-SM-5KLZK,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-Y111-1026-SM-4TT22,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11P7K-0326-SM-59871,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-OXRN-0526-SM-2I5EN,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-P4QR-1026-SM-2I5GP,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-147F4-0926-SM-5Q5EO,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-P4QT-0526-SM-2I3EX,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-U3ZM-0426-SM-3DB73,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-WFG8-0926-SM-3GIKJ,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-U8XE-1426-SM-3DB8Q,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11UD2-0726-SM-5EQ69,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-X4XX-1026-SM-4QARO,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-WZTO-0426-SM-3NM99,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZT9X-0326-SM-51MTE,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZTTD-1126-SM-51MRP,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-S4Q7-0426-SM-3K2BJ,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-X585-1026-SM-46MW6,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-WWYW-0926-SM-3NB2Z,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-111CU-0326-SM-5GZXO,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-12WSE-0826-SM-5S2VL,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-147JS-1226-SM-5RQK4,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZLV1-0426-SM-4WWC2,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11PRG-0926-SM-5EGI8,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-V1D1-0826-SM-3P5ZA,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-SNOS-0426-SM-32PMH,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZA64-0326-SM-5HL8T,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZG7Y-1026-SM-4WWDG,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11WQC-0626-SM-5EQMF,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-XMD2-1026-SM-4WWE8,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-R55C-0526-SM-3GIKA,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13O61-0726-SM-5J2MD,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-WFJO-0326-SM-3GIL3,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13O3P-1026-SM-5N9E7,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-TML8-0326-SM-4GICN,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-RWS6-0226-SM-2XCA9,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-YB5E-0726-SM-4VDSH,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-111FC-1126-SM-5GZWU,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-P4PQ-0526-SM-2HMKR,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-12WSJ-0226-SM-5GCP7,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-139YR-0926-SM-5LZYB,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-133LE-0526-SM-5N9EJ,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-QDVJ-0926-SM-2I5FU,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11EI6-0826-SM-5985V,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-X3Y1-0626-SM-3P5YS,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-SE5C-0526-SM-2XCE1,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-S33H-0626-SM-2XCBJ,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-14E7W-1326-SM-5RQIV,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-O5YV-0526-SM-2I5GE,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-WY7C-0426-SM-3NB3C,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-XUJ4-1426-SM-4BONT,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-111YS-0626-SM-5GZXV,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZAB4-0626-SM-5CVN3,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11I78-0126-SM-5HL6F,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13PVQ-0926-SM-5IJFD,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-RVPV-1726-SM-5SI8C,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-WFG7-0526-SM-3GIKI,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-131XW-1126-SM-5EGK4,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-RWSA-1126-SM-2XCAZ,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-131YS-0926-SM-5IJB9,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-117YX-1326-SM-5H125,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-OXRO-0326-SM-33HBM,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13YAN-1026-SM-5O9CF,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-12ZZY-0926-SM-5EQ6I,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-N7MT-0126-SM-2D7VT,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13FTY-0126-SM-5J2NZ,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZZPT-1326-SM-5E43H,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-12WSN-0626-SM-5BC61,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11GSP-0726-SM-5986L,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-WOFM-0126-SM-3MJFE,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13113-0426-SM-5GCOD,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-139T6-0426-SM-5IJEM,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-R55G-0826-SM-2TC5U,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-12696-1026-SM-5FQUV,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-QDT8-0926-SM-32PL2,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-RN64-1226-SM-2TC6E,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-U3ZN-0626-SM-3DB7U,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-SIU7-0526-SM-3NM8I,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZDXO-1326-SM-57WBS,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-YEC3-0226-SM-5IFJO,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13S86-0626-SM-5Q5E7,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-U3ZH-0526-SM-3DB75,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-1477Z-0626-SM-5NQB7,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZYW4-1526-SM-5SIBA,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-117YW-0526-SM-5H11C,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11NV4-1126-SM-5HL6J,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-12BJ1-1026-SM-5EGJA,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11EMC-0126-SM-5EGKV,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-WFON-0426-SM-3GIL4,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-144GM-0126-SM-5Q5AX,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13FHP-0726-SM-5K7YI,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11ZUS-0126-SM-5EQM5,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-PX3G-0526-SM-2I3EM,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-WYJK-0826-SM-3NM8Y,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-1128S-0726-SM-5N9D6,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-OHPL-0526-SM-3NM8U,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-145MN-0926-SM-5NQBT,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13O21-3026-SM-5J2NI,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-147F3-0726-SM-5NQ9U,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-T6MO-0426-SM-32QOI,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-X4EO-0926-SM-3P5Z2,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13QJC-0526-SM-5RQKB,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13FLV-0426-SM-5KLZA,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-PLZ4-0726-SM-2TC6Q,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13N2G-0826-SM-5IJE6,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-1339X-0626-SM-5IJER,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-WHPG-1426-SM-3NMBB,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-1497J-0326-SM-5Q5CN,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-P4QS-0526-SM-2I3ET,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-1122O-0126-SM-5GICA,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZPU1-0926-SM-57WDO,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-X4XY-1026-SM-46MVX,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13QJ3-1026-SM-5QGQU,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13VXT-1426-SM-5LU4B,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-12ZZW-0926-SM-5LZUD,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-XBEW-0226-SM-4AT6A,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13N1W-0726-SM-5MR57,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-T6MN-0826-SM-32PM4,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZAB5-0626-SM-5PNVB,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13QBU-0726-SM-5J2OA,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-WRHU-0226-SM-3MJFV,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-QESD-0626-SM-2I5G4,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZT9W-0726-SM-4YCDC,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZE7O-0826-SM-57WCP,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13VXU-2726-SM-5LU4N,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-P78B-0926-SM-2I5FA,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-132QS-0726-SM-5IJE9,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13O3Q-0526-SM-5KM18,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-Q2AH-0426-SM-2I3EP,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZDYS-0426-SM-5IJEQ,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13PL7-1726-SM-5J2NX,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZUA1-1026-SM-4YCEA,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZTPG-0926-SM-5O99H,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZDTT-0926-SM-5J2MS,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-PWOO-0726-SM-2I3EB,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11NUK-0826-SM-5HL4U,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13JVG-1426-SM-5MR4W,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-XQ3S-0926-SM-4BOPI,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-XGQ4-0826-SM-4AT4T,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-OIZI-1026-SM-3NB1K,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13NZA-1426-SM-5KM4Y,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-OXRP-0526-SM-2I3EW,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-Q734-0626-SM-2I3EF,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13OW6-0826-SM-5L3GA,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-N7MS-0926-SM-2HMIZ,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-146FQ-0926-SM-5LUAV,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-1399S-1726-SM-5L3DI,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-Y3IK-0626-SM-4WWE4,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-UPIC-0826-SM-3GADQ,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-XPVG-1026-SM-4B64Y,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-SN8G-0926-SM-4DM5I,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-UJHI-0726-SM-3DB92,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-145MF-0726-SM-5Q5BT,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-1212Z-1026-SM-5EGJ8,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZVZQ-1526-SM-5N9G6,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-X261-1026-SM-3NMDL,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-145MO-1326-SM-5Q5EF,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-111VG-0726-SM-5GIDC,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11O72-1326-SM-5BC5A,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-WH7G-0726-SM-3NMBM,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11TT1-1626-SM-5EQL7,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-145LU-0526-SM-5O9AT,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZLWG-0626-SM-4WWFR,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-X4LF-0526-SM-3NMB6,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-12KS4-0726-SM-5FQSX,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-WK11-0526-SM-3NB3O,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-S341-0326-SM-2XCAU,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-W5X1-0526-SM-3GILH,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZY6K-0326-SM-5SIBB,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-POMQ-0526-SM-3GADD,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13FTX-0326-SM-5J2NG,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-14DAR-0226-SM-5S2PR,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-SIU8-0926-SM-5SI87,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-PLZ6-0426-SM-5IFK2,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-OIZH-0526-SM-2HMKV,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11WQK-1226-SM-5GU5Z,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-RTLS-0926-SM-2TF5X,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-S7SF-0426-SM-3K2B7,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZYT6-0526-SM-5GIEA,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-WYBS-1126-SM-3NMAM,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-Q2AG-1026-SM-33HBW,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-139UW-0226-SM-5K7WU,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-YJ8O-1826-SM-5HL82,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-R55D-0926-SM-3GAEU,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZYVF-1726-SM-5E443,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-XQ8I-1126-SM-4BOO2,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11ZTT-0626-SM-5EQLM,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-Y8E4-0526-SM-4V6GC,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZC5H-0926-SM-5CVMZ,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-WVJS-0826-SM-4MVNR,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZPIC-0626-SM-57WDY,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-131XE-0726-SM-5HL9K,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13FH7-1726-SM-5IJE7,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZYWO-0826-SM-5E45W,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-UPK5-1126-SM-3GAEJ,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-Q2AI-0526-SM-2I3EJ,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-Y9LG-0526-SM-4VBRY,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11P81-0226-SM-5HL5M,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-146FH-1226-SM-5NQB6,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-1399U-0826-SM-5KM1P,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-T8EM-0326-SM-3DB7F,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-12WSK-0826-SM-5CVNP,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-148VJ-0826-SM-5LU8V,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13OVL-0626-SM-5KM13,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-1211K-0826-SM-5FQUP,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-OXRL-0526-SM-2I3EZ,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-XBED-0826-SM-47JYC,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-Y8LW-0326-SM-4VBQ9,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-NL3G-0526-SM-4RTWW,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-OXRK-0926-SM-2HMKP,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-VJYA-0326-SM-3GAEX,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-145LS-1226-SM-5Q5D9,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-T2IS-0526-SM-32QP9,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11DZ1-0426-SM-5H11A,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-OIZG-0526-SM-2HMLF,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-SUCS-0626-SM-32PM5,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-PLZ5-0726-SM-2I5F9,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-QEG4-0526-SM-48TZD,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-NPJ8-0326-SM-2D7VV,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-RUSQ-0626-SM-2TF5V,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-XOT4-1426-SM-4B65T,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-QMR6-1926-SM-32PL9,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-QCQG-0326-SM-2I3ES,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-PW2O-0526-SM-2I3DX,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-X4EP-0526-SM-3P5YW,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-12WSA-1026-SM-5EGHN,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13G51-0426-SM-5K7Z5,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-UJMC-0726-SM-3GADX,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13NYB-0626-SM-5MR47,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11LCK-0426-SM-5A5M8,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-NFK9-1026-SM-2HMK1,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13FHO-1026-SM-5KM1Q,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11OF3-1126-SM-5986C,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13OW8-1726-SM-5L3GO,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-ZVT3-0926-SM-5GICK,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-RM2N-0426-SM-2TF4T,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-11ZTS-1226-SM-5EQMQ,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-12WSL-1026-SM-5CVNJ,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-14A6H-0526-SM-5NQAZ,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-QMRM-0826-SM-3NB33,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-QEG5-1126-SM-33HC2,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-144GO-0226-SM-5LUB1,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-OHPM-0526-SM-2YUMJ,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-13OVG-0326-SM-5KM57,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-WYVS-0526-SM-3NM9W,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-131XH-0426-SM-5DUWU,Lung,healthy,gtex,Lung_healthy,gtex_healthy
GTEX-111CU-1526-SM-5N9FS,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
