Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
GTEX-1RMOY-1626-SM-EVYC8,GTEX-1N2DV-0326-SM-E6CJ7,,GTEX-ZPU1-0826-SM-57WG2,GTEX-13OW8-2926-SM-5L3FV,GTEX-1GPI7-0005-SM-A9G13,,GTEX-1F88E-2026-SM-7MXVP,GTEX-1GMRU-1526-SM-9WYT5,GTEX-18D9U-0126-SM-731BM,GTEX-WHWD-0526-SM-4OORW
GTEX-1RQEC-2126-SM-DPS15,GTEX-1N2DW-0326-SM-E9TK3,,GTEX-ZPU1-1326-SM-57WE1,GTEX-13OW8-3026-SM-5L3G8,GTEX-1GPI7-1526-SM-9JGG8,,GTEX-1F88F-0226-SM-9WYT1,GTEX-1GN1U-1426-SM-7P8TF,GTEX-18D9U-0226-SM-718BP,GTEX-WI4N-0126-SM-EAZB1
GTEX-1S3DN-1826-SM-EV79K,GTEX-1N2EE-1526-SM-DTXE9,,GTEX-ZPU1-2126-SM-57WED,GTEX-13PDP-0011-R1a-SM-5PNX5,GTEX-1GTWX-0003-SM-EYYVV,,GTEX-1F88F-1526-SM-9JGG1,GTEX-1GN1U-2226-SM-9MQK1,GTEX-18D9U-0726-SM-7LG5J,GTEX-WI4N-1426-SM-3LK7H
GTEX-1S5VW-2926-SM-E9U6H,GTEX-1N2EF-0626-SM-E9J32,,GTEX-ZT9W-0926-SM-57WFS,GTEX-13PDP-0011-R2b-SM-5O9DH,GTEX-1GTWX-0006-SM-ARZL3,,GTEX-1F88F-1626-SM-7PBZB,GTEX-1GN1V-0326-SM-9WYTO,GTEX-18D9U-2126-SM-7LG4Y,GTEX-WI4N-1526-SM-EZ6LG
GTEX-1S82P-0726-SM-EVR4O,GTEX-1N2EF-2226-SM-E9J33,,GTEX-ZT9W-2226-SM-57WFU,GTEX-13PDP-0011-R6b-SM-5O9D5,GTEX-1GTWX-0626-SM-9WYU1,,GTEX-1F88F-2126-SM-9KNUK,GTEX-1GN1V-0826-SM-9KNU6,GTEX-18QFQ-0126-SM-731BE,GTEX-WI4N-2426-SM-4OOSC
GTEX-1S82P-2026-SM-E9TIQ,GTEX-1NHNU-0926-SM-E9J2T,,GTEX-ZT9X-0126-SM-4YCFC,GTEX-13PDP-0011-R8b-SM-5O9CS,GTEX-1GZ2Q-0005-SM-ARL71,,GTEX-1F88F-2926-SM-7PBZA,GTEX-1GN1V-1026-SM-CNPPS,GTEX-18QFQ-0626-SM-718AW,GTEX-WI4N-2526-SM-4OOSE
GTEX-1S82Z-1826-SM-E9TIK,GTEX-1NHNU-1126-SM-E9J2C,,GTEX-ZTPG-1026-SM-5DUWP,GTEX-13PL6-0011-R5b-SM-5O9BI,GTEX-1GZ2Q-0726-SM-9KNVV,,GTEX-1GF9U-0926-SM-7PC14,GTEX-1GN1W-0226-SM-7P8QY,GTEX-18QFQ-0826-SM-718AX,GTEX-WL46-0526-SM-3LK7W
GTEX-1S831-1226-SM-EVR5D,GTEX-1NV8Z-2826-SM-E8VME,,GTEX-ZTX8-1026-SM-5EGHD,GTEX-13PL6-0011-R6a-SM-5O9C5,GTEX-1GZ4H-0004-SM-EYYW1,,GTEX-1GF9U-1026-SM-ARZNL,GTEX-1GN1W-0326-SM-9JGHF,GTEX-18QFQ-1026-SM-7LG6B,GTEX-WL46-2026-SM-3LK7U
GTEX-1S83E-1626-SM-EV7B9,GTEX-1OFPY-0826-SM-DTX8P,,GTEX-ZUA1-1926-SM-5E45E,GTEX-13PL6-0011-R9b-SM-5O9CH,GTEX-1GZ4H-0005-SM-ARZL7,,GTEX-1GF9U-1826-SM-7P8T7,GTEX-1GN1W-0726-SM-9KNTV,GTEX-18QFQ-1826-SM-72D52,GTEX-WQUQ-1526-SM-4OOSM
GTEX-NFK9-1026-SM-2HMK1,GTEX-1OFPY-2226-SM-E76OO,,GTEX-ZV7C-0726-SM-59HKH,GTEX-13PL6-3126-SM-5LUAR,GTEX-1GZ4H-0126-SM-9JGGI,,GTEX-1GF9V-0426-SM-7PC11,GTEX-1GN2E-0726-SM-9MQLU,GTEX-18QFQ-2026-SM-72D7J,GTEX-WRHU-1326-SM-4E3K7
GTEX-NFK9-1526-SM-3LK7B,GTEX-1OFPY-2326-SM-E8VNU,,GTEX-ZV7C-0826-SM-59HK8,GTEX-13PL7-1926-SM-5J1MM,GTEX-1GZ4H-0426-SM-7MXV5,,GTEX-1GF9V-2026-SM-9JGHS,GTEX-1GN2E-1326-SM-9KNVG,GTEX-1A32A-0126-SM-718B1,GTEX-WVLH-1626-SM-EXURN
GTEX-NFK9-2026-SM-3LK5K,GTEX-1OJC3-1326-SM-E9J3D,,GTEX-ZVP2-0626-SM-51MSO,GTEX-13PL7-2326-SM-5L3FY,GTEX-1GZ4I-0726-SM-9QEHL,,GTEX-1GF9X-1426-SM-7RHGX,GTEX-1GN2E-1426-SM-7RHHI,GTEX-1A32A-0626-SM-731AQ,GTEX-WWYW-0426-SM-3NB31
GTEX-NFK9-2226-SM-3MJGP,GTEX-1OJC4-1726-SM-EXUSV,,GTEX-ZVP2-0726-SM-59HKY,GTEX-13PLJ-0011-R11b-SM-5O9BS,GTEX-1GZHY-0005-SM-ARZL6,,GTEX-1GF9X-1826-SM-7PC3X,GTEX-1GN73-0126-SM-CNPPT,GTEX-1A32A-1826-SM-72D5G,GTEX-WXYG-2726-SM-EZ6KR
GTEX-NPJ8-2226-SM-3TW8D,GTEX-1OKEX-0826-SM-E9J2B,,GTEX-ZVT2-0326-SM-5E44G,GTEX-13PLJ-0011-R3a-SM-5O9DT,GTEX-1GZHY-0826-SM-9OSXT,,GTEX-1GF9X-2426-SM-7SB7W,GTEX-1GN73-2326-SM-9MQKV,GTEX-1A3MV-0826-SM-72D6J,GTEX-WY7C-0626-SM-4ONCT
GTEX-O5YT-1426-SM-3MJHC,GTEX-1OKEX-0926-SM-E8VNJ,,GTEX-ZVT2-0826-SM-5GIEO,GTEX-13PLJ-0011-R5a-SM-5O9BG,GTEX-1H11D-0001-SM-EYYVW,,GTEX-1GL5R-0126-SM-9WYTI,GTEX-1GN73-2426-SM-7RHFQ,GTEX-1A3MV-1326-SM-7LG6C,GTEX-WY7C-1526-SM-4OND2
GTEX-O5YV-1226-SM-EV795,GTEX-1OKEX-1226-SM-DTXEC,,GTEX-ZVT2-2026-SM-5NQ8Q,GTEX-13PLJ-0011-R9b-SM-5O9DV,GTEX-1H11D-0005-SM-ACKV7,,GTEX-1GL5R-1426-SM-7MXUZ,GTEX-1GPI6-0326-SM-9MQM6,GTEX-1A3MV-1626-SM-731C1,GTEX-WYVS-0426-SM-4ONDL
GTEX-O5YV-1926-SM-EV797,GTEX-1PBJI-0426-SM-E8VNM,,GTEX-ZVT3-1626-SM-5GU66,GTEX-13PLJ-1726-SM-5L3FT,GTEX-1H11D-0726-SM-9OSWA,,GTEX-1GL5R-1626-SM-9JGGX,GTEX-1GPI7-0426-SM-7RHHP,GTEX-1A3MV-1826-SM-731CD,GTEX-WYVS-0626-SM-4SOJY
GTEX-O5YW-1426-SM-3MJHF,GTEX-1PDJ9-0426-SM-E9J3E,,GTEX-ZVT4-0626-SM-5E45T,GTEX-13PVQ-0011-R11a-SM-5O9DU,GTEX-1H1CY-0005-SM-A9G15,,GTEX-1GL5R-1726-SM-9KNUX,GTEX-1GPI7-1626-SM-7P8TN,GTEX-1A3MV-1926-SM-718BT,GTEX-X261-0526-SM-4PQYS
GTEX-O5YW-1526-SM-3MJGL,GTEX-1PDJ9-1126-SM-EXUSW,,GTEX-ZVZP-0626-SM-59HL5,GTEX-13PVQ-0011-R3b-SM-5O9D6,GTEX-1H1CY-0626-SM-9KNVE,,GTEX-1GL5R-2426-SM-7MXV1,GTEX-1GTWX-0326-SM-9WYTP,GTEX-1A3MW-0126-SM-73KXX,GTEX-X4EO-1026-SM-4QARP
GTEX-OHPK-1526-SM-3MJGM,GTEX-1PFEY-0726-SM-E76PO,,GTEX-ZXES-0726-SM-5E451,GTEX-13PVQ-0011-R4a-SM-5O9CT,GTEX-1H1DE-0005-SM-A9SK4,,GTEX-1GMR2-1726-SM-9JGI2,GTEX-1GTWX-0926-SM-9MQKM,GTEX-1A3MW-0626-SM-731CB,GTEX-X4EP-0826-SM-3P5YK
GTEX-OHPL-2526-SM-3MJGT,GTEX-1PFEY-1626-SM-E9J3M,,GTEX-ZYFC-0826-SM-5E44K,GTEX-13PVQ-0011-R5b-SM-5O9DI,GTEX-1H1DF-0005-SM-ADEGU,,GTEX-1GMR2-1826-SM-9KNUP,GTEX-1GTWX-1026-SM-7P8QW,GTEX-1A3MX-0126-SM-731BR,GTEX-X4EP-1426-SM-4PQZP
GTEX-OHPM-1426-SM-3TW8Y,GTEX-1PIGE-0526-SM-DTXFA,,GTEX-ZYFG-0826-SM-5BC5T,GTEX-13PVQ-0011-R7a-SM-5L3G3,GTEX-1H1DG-0006-SM-ARZL4,,GTEX-1GMR3-0526-SM-9YFLI,GTEX-1GZ2Q-0426-SM-9WPOU,GTEX-1A3MX-2626-SM-7PC24,GTEX-X4XY-0526-SM-46MW1
GTEX-OHPM-1526-SM-EV796,GTEX-1PIGE-1226-SM-EVR3Q,,GTEX-ZYFG-0926-SM-5BC5U,GTEX-13PVQ-0011-R9b-SM-5LU3B,GTEX-1H1DG-1026-SM-9MQJS,,GTEX-1GMR3-0926-SM-9WPP9,GTEX-1GZ2Q-0926-SM-7RHHN,GTEX-1A8FM-0226-SM-7SB7Q,GTEX-X585-2526-SM-4QAS1
GTEX-OHPN-2026-SM-E9TIA,GTEX-1PIIG-0326-SM-EVYBV,,GTEX-ZYT6-0626-SM-5E45V,GTEX-13PVQ-0426-SM-5J1OG,GTEX-1H1E6-0005-SM-ARZL5,,GTEX-1GMR3-1326-SM-7P8TB,GTEX-1GZ4H-1626-SM-7PC3F,GTEX-1A8FM-0626-SM-7PC25,GTEX-X5EB-0326-SM-4QASF
GTEX-OIZF-1426-SM-2HML2,GTEX-1POEN-0226-SM-EYYXE,,GTEX-ZYT6-1326-SM-5E453,GTEX-13PVQ-2926-SM-5L3HJ,GTEX-1H1E6-0726-SM-9WPQ4,,GTEX-1GMR3-1426-SM-7PC16,GTEX-1GZ4I-0526-SM-9YFLX,GTEX-1A8FM-1526-SM-7MXTA,GTEX-X88G-0426-SM-47JZ5
GTEX-OIZF-1526-SM-2I5GR,GTEX-1POEN-0326-SM-EYYWB,,GTEX-ZYW4-0826-SM-5GIDG,GTEX-13PVQ-3026-SM-5SI93,GTEX-1H1E6-1126-SM-9JGGV,,GTEX-1GMR3-2326-SM-7SB94,GTEX-1GZ4I-0826-SM-9WG6O,GTEX-1A8FM-2426-SM-7IGPE,GTEX-X8HC-2326-SM-4QAS4
GTEX-OIZF-2026-SM-3MJH1,GTEX-1POEN-1626-SM-EVYC2,,GTEX-ZYW4-2126-SM-59HJ9,GTEX-13PVR-2626-SM-7DHKQ,GTEX-1H1ZS-0001-SM-EYYVX,,GTEX-1GMR3-2526-SM-7P8QS,GTEX-1GZ4I-1026-SM-9KNV5,GTEX-1A8G6-2726-SM-731AR,GTEX-XBEC-0526-SM-4QARU
GTEX-OIZH-1426-SM-3NB1O,GTEX-1PPGY-0326-SM-DTXFD,,GTEX-ZYY3-0626-SM-5NQ6W,GTEX-13QBU-2326-SM-5LU49,GTEX-1H1ZS-0826-SM-A9SMD,,GTEX-1GMR8-0526-SM-7SB8Y,GTEX-1GZHY-0126-SM-9WYUQ,GTEX-1A8G7-1326-SM-73KVM,GTEX-XBED-0726-SM-4GIAR
GTEX-OOBJ-1426-SM-E6CHH,GTEX-1PPGY-1526-SM-EVYBK,,GTEX-ZYY3-0826-SM-5E44R,GTEX-13QIC-0011-R10a-SM-5O9C7,GTEX-1H23P-0005-SM-A9G14,,GTEX-1GMR8-2026-SM-7RHI8,GTEX-1H11D-0326-SM-9WG71,GTEX-1A8G7-2426-SM-731AK,GTEX-XBED-2426-SM-4AT4O
GTEX-OOBJ-1526-SM-3NB1Q,GTEX-1PPH7-0826-SM-E8VNX,,GTEX-ZYY3-2726-SM-5EGH4,GTEX-13QIC-0011-R11b-SM-5O9BU,GTEX-1H23P-0226-SM-9YFLO,,GTEX-1GMR8-2426-SM-7MKH3,GTEX-1H11D-1026-SM-9QEIU,GTEX-1AMEY-0226-SM-7189Q,GTEX-XBEW-0526-SM-4QASO
GTEX-OOBJ-2026-SM-3NB1R,GTEX-1PPH8-0626-SM-EWRN9,,GTEX-ZZ64-1326-SM-5E444,GTEX-13QIC-0011-R1a-SM-5O9CJ,GTEX-1H23P-1026-SM-9QEHQ,,GTEX-1GMRU-2626-SM-9WPPM,GTEX-1H11D-1226-SM-9WPQ2,GTEX-1AMEY-0826-SM-72D65,GTEX-XGQ4-0626-SM-4AT56
GTEX-OXRK-1626-SM-3NB17,GTEX-1PPH8-1026-SM-DPRXN,,GTEX-ZZPU-0426-SM-5GZYH,GTEX-13QIC-0011-R3a-SM-5P9HT,GTEX-1H2FU-0004-SM-EYYW8,,GTEX-1GN1U-1726-SM-9JGFY,GTEX-1H1CY-0326-SM-9QEIZ,GTEX-1AMEY-1326-SM-73KYK,GTEX-XGQ4-2426-SM-4AT55
GTEX-OXRK-1726-SM-3NB16,GTEX-1PWST-0326-SM-EAZ42,,GTEX-ZZPU-0726-SM-5N9C8,GTEX-13QIC-0011-R4a-SM-5PNX8,GTEX-1H2FU-1226-SM-9KNVY,,GTEX-1GN1U-1926-SM-9KNUW,GTEX-1H1CY-0426-SM-9KNVD,GTEX-1AMFI-0226-SM-731D5,GTEX-XLM4-0426-SM-4AT54
GTEX-OXRL-1526-SM-E6CHQ,GTEX-1QCLY-0526-SM-EAZ47,,GTEX-ZZPU-2126-SM-5EGIU,GTEX-13QIC-0011-R8b-SM-5O9CV,GTEX-1H3NZ-0001-SM-EYYVZ,,GTEX-1GN1U-2326-SM-9MQK4,GTEX-1H1CY-2726-SM-9MQLR,GTEX-1AMFI-1326-SM-7939R,GTEX-XLM4-1026-SM-4AT51
GTEX-OXRL-2026-SM-E6CHN,GTEX-1QCLY-1226-SM-EVYC3,,,GTEX-13QIC-1426-SM-5LU4V,GTEX-1H3NZ-0005-SM-A96RG,,GTEX-1GN1U-2526-SM-7MKH4,GTEX-1H1DE-1726-SM-A9G3G,GTEX-1AMFI-1526-SM-73KVY,GTEX-XMK1-2526-SM-4B666
GTEX-OXRN-2026-SM-E6CHK,GTEX-1QCLZ-2326-SM-DTXDO,,,GTEX-13QIC-1526-SM-5IJFL,GTEX-1H3O1-0005-SM-ACKV8,,GTEX-1GN1W-0926-SM-9WG66,GTEX-1H1DG-0326-SM-9QEHK,GTEX-1AMFI-2026-SM-731BH,GTEX-XOT4-0826-SM-4B66Y
GTEX-OXRO-0726-SM-E9U4C,GTEX-1QEPI-0226-SM-EWRMR,,,GTEX-13QIC-2926-SM-5J2NF,GTEX-1H3O1-0326-SM-9WPO8,,GTEX-1GN1W-1326-SM-9JGHZ,GTEX-1H1DG-0826-SM-9QEIW,GTEX-1AX8Z-0126-SM-7DHM6,GTEX-XPT6-0326-SM-4B66V
GTEX-P4PP-1426-SM-3NM9L,GTEX-1QEPI-2226-SM-E8VN6,,,GTEX-13QIC-3026-SM-5LU58,GTEX-1H3O1-1126-SM-9WPO9,,GTEX-1GN1W-2026-SM-7P8TI,GTEX-1H1E6-2126-SM-9KNVM,GTEX-1AX8Z-0726-SM-73KTS,GTEX-XPT6-0426-SM-4B672
GTEX-P4PP-1526-SM-3P61M,GTEX-1QMI2-0726-SM-E9J4F,,,GTEX-13QJ3-0226-SM-5S2PU,GTEX-1H3VE-1926-SM-9YFL4,,GTEX-1GN1W-2326-SM-9KNUI,GTEX-1H1ZS-0626-SM-CNPPU,GTEX-1AX8Z-5016-SM-AHZ2B,GTEX-XPT6-2226-SM-4B66R
GTEX-P4PQ-2026-SM-E9U4E,GTEX-1QP28-0226-SM-E9J2N,,,GTEX-13QJ3-0526-SM-5QGQY,GTEX-1H3VY-0001-SM-EYYVY,,GTEX-1GN2E-1126-SM-9MQK9,GTEX-1H1ZS-1026-SM-9WG6E,GTEX-1AX9I-0126-SM-7SB74,GTEX-XPVG-0226-SM-EVYAQ
GTEX-P4QS-1126-SM-3NMD5,GTEX-1QP28-1226-SM-E9J2M,,,GTEX-13QJC-0011-R10a-SM-5SI63,GTEX-1H3VY-1426-SM-9WPOB,,GTEX-1GN73-0526-SM-9WG68,GTEX-1H1ZS-1126-SM-9MQLJ,GTEX-1AX9I-1426-SM-7DHM8,GTEX-XQ3S-2426-SM-4WAYB
GTEX-P4QT-1426-SM-3NMCX,GTEX-1QP29-0326-SM-E6CQ4,,,GTEX-13QJC-0011-R1b-SM-5S2UU,GTEX-1H3VY-1526-SM-9WG7S,,GTEX-1GN73-2026-SM-9WYTT,GTEX-1H23P-0526-SM-9WG6S,GTEX-1AX9I-2226-SM-73KUO,GTEX-XQ8I-0326-SM-4BOPN
GTEX-P78B-1726-SM-3P5ZV,GTEX-1QP29-0726-SM-DTXFM,,,GTEX-13QJC-0011-R2b-SM-5PNUN,GTEX-1H4P4-0006-SM-AHZ24,,GTEX-1GN73-2626-SM-9KNUQ,GTEX-1H23P-1226-SM-9QEJ2,GTEX-1AX9J-0226-SM-73KXM,GTEX-XQ8I-1326-SM-4BOPV
GTEX-P78B-1826-SM-3P5YX,GTEX-1QP29-1626-SM-EXUSZ,,,GTEX-13QJC-0011-R6a-SM-5S2VI,GTEX-1HB9E-0006-SM-ARU6M,,GTEX-1GN73-2726-SM-9WYUB,GTEX-1H2FU-0526-SM-ACKXO,GTEX-1AX9J-1326-SM-731BJ,GTEX-XUW1-0726-SM-4BOP5
GTEX-PLZ5-1126-SM-3P613,GTEX-1QP2A-0226-SM-EVYBC,,,GTEX-13QJC-0011-R7b-SM-5PNUM,GTEX-1HB9E-0526-SM-ARZNM,,GTEX-1GPI7-0626-SM-9MQKF,GTEX-1H2FU-0826-SM-9WYSU,GTEX-1AX9J-1826-SM-731FM,GTEX-XUW1-1126-SM-4BONZ
GTEX-PLZ5-1226-SM-EXOHA,GTEX-1QP2A-2626-SM-EAZ3L,,,GTEX-13QJC-0011-R8b-SM-5S2U6,GTEX-1HB9E-0726-SM-AHZ4L,,GTEX-1GPI7-1326-SM-9KNVA,GTEX-1H3NZ-0326-SM-9MQL6,GTEX-1AX9K-1126-SM-731DQ,GTEX-XUYS-0426-SM-47JX3
GTEX-PLZ6-0926-SM-3P5ZQ,GTEX-1QP66-0626-SM-E76PD,,,GTEX-13QJC-0011-R9b-SM-5PNX3,GTEX-1HBPH-1326-SM-9WYSN,,GTEX-1GPI7-1926-SM-9KNUH,GTEX-1H3NZ-1026-SM-A9SM5,GTEX-1AX9K-2126-SM-72D7K,GTEX-XUZC-0626-SM-4BOPG
GTEX-PLZ6-1126-SM-3P5ZR,GTEX-1QP66-1326-SM-DTXDQ,,,GTEX-13QJC-3326-SM-664OS,GTEX-1HBPI-0005-SM-ARZLB,,GTEX-1GTWX-2626-SM-9WPOT,GTEX-1H3NZ-1126-SM-9WYT9,GTEX-1AX9K-2326-SM-73KWU,GTEX-XV7Q-0526-SM-4BRWR
GTEX-POMQ-0826-SM-3P61H,GTEX-1QP67-1126-SM-EAZ4C,,,GTEX-13RTJ-0011-R10b-SM-5O9CW,GTEX-1HBPM-0006-SM-A9SKK,,GTEX-1GZ2Q-0626-SM-9MQLN,GTEX-1H3O1-0226-SM-9WYSW,GTEX-1AYCT-2426-SM-7IGQ3,GTEX-XXEK-0726-SM-4BRWF
GTEX-POMQ-1426-SM-3P61D,GTEX-1QP67-1726-SM-E8VOP,,,GTEX-13RTJ-0011-R11a-SM-5O9CK,GTEX-1HBPM-0126-SM-ARL9E,,GTEX-1GZ2Q-2126-SM-9KNTZ,GTEX-1H3O1-0626-SM-9MQM4,GTEX-1AYD5-0926-SM-793AF,GTEX-XXEK-1426-SM-4BRW1
GTEX-PSDG-1826-SM-EAZ2S,GTEX-1QP6S-0126-SM-E9J4K,,,GTEX-13RTJ-0011-R1a-SM-5O9D9,GTEX-1HBPM-0826-SM-9WYSP,,GTEX-1GZ2Q-2926-SM-7PBZL,GTEX-1H3VE-0126-SM-9WYTW,GTEX-1AYD5-2426-SM-73KXR,GTEX-XYKS-0426-SM-4BRW4
GTEX-PW2O-1226-SM-48TCH,GTEX-1QP6S-1626-SM-EVYC5,,,GTEX-13RTJ-0011-R2a-SM-5PNW9,GTEX-1HBPM-1126-SM-9YFL2,,GTEX-1GZ4H-0826-SM-9OSXK,GTEX-1H3VY-0326-SM-9WYU6,GTEX-1AYD5-2626-SM-7PBXY,GTEX-XYKS-2626-SM-4BRUT
GTEX-PWCY-0926-SM-48TD7,GTEX-1QP9N-1526-SM-DTXFK,,,GTEX-13RTJ-0011-R3a-SM-5PNX7,GTEX-1HBPN-0002-SM-EYYW2,,GTEX-1GZ4H-1326-SM-7P8TE,GTEX-1H3VY-1126-SM-A96TP,GTEX-1B8KE-1126-SM-7EPHI,GTEX-Y111-0926-SM-4SOIU
GTEX-PWCY-1026-SM-48TD4,GTEX-1QP9N-1826-SM-E8VMP,,,GTEX-13RTJ-0011-R4b-SM-5PNX1,GTEX-1HC8U-0001-SM-EYYW3,,GTEX-1GZHY-0526-SM-9MQLM,GTEX-1H4P4-0626-SM-9YFKZ,GTEX-1B8KE-1826-SM-731FD,GTEX-Y114-0326-SM-4TT99
GTEX-PWN1-1426-SM-48TDF,GTEX-1QPFJ-0126-SM-E9J4B,,,GTEX-13RTJ-0011-R5a-SM-5P9HR,GTEX-1HC8U-0005-SM-ADEGV,,GTEX-1GZHY-1926-SM-9WYUL,GTEX-1HB9E-0326-SM-D3LA5,GTEX-1B8KE-2126-SM-73KYX,GTEX-Y114-0426-SM-4TT6V
GTEX-PWN1-1526-SM-48TDA,GTEX-1QPFJ-0526-SM-DTXDR,,,GTEX-13RTJ-0011-R6a-SM-5SI74,GTEX-1HCU6-0002-SM-EYYW4,,GTEX-1GZHY-2526-SM-9OSW6,GTEX-1HBPH-0126-SM-CNNQ7,GTEX-1B8KZ-0326-SM-73KY4,GTEX-Y114-1726-SM-4TT7U
GTEX-PX3G-1426-SM-48U1J,GTEX-1QPFJ-2026-SM-EVYBE,,,GTEX-13RTJ-0011-R7b-SM-5P9JS,GTEX-1HCU6-0005-SM-AHZ28,,GTEX-1H11D-0526-SM-ACKX6,GTEX-1HBPH-0226-SM-9WYSM,GTEX-1B8KZ-0726-SM-7938W,GTEX-Y114-2726-SM-E9J3X
GTEX-PX3G-1526-SM-48U11,GTEX-1QPFJ-2526-SM-EXOJX,,,GTEX-13RTJ-0011-R8b-SM-5O9DL,GTEX-1HCU7-0001-SM-EZ6LZ,,GTEX-1H11D-1426-SM-9MQKY,GTEX-1HBPH-0826-SM-ARZNB,GTEX-1B8KZ-0826-SM-73KYB,GTEX-Y3I4-0326-SM-4TT28
GTEX-Q2AG-0326-SM-48U1O,GTEX-1QW4Y-0826-SM-DTXE1,,,GTEX-13RTJ-0011-R9a-SM-5Q5AY,GTEX-1HCU7-0006-SM-A9G19,,GTEX-1H11D-1926-SM-9QEHN,GTEX-1HBPI-0226-SM-ADEJ7,GTEX-1B8KZ-1526-SM-7DUG7,GTEX-Y3IK-0726-SM-4WWE5
GTEX-Q2AH-1126-SM-48TZM,GTEX-1QW4Y-1626-SM-EAZ41,,,GTEX-13RTJ-1926-SM-5YYA2,GTEX-1HCU7-0926-SM-A96TK,,GTEX-1H11D-2026-SM-A9G3C,GTEX-1HBPM-0426-SM-CKZOO,GTEX-1B8KZ-1626-SM-73KUU,GTEX-Y3IK-0926-SM-51MQU
GTEX-Q2AH-1226-SM-48TZL,GTEX-1R7EU-0526-SM-E76QO,,,GTEX-13RTJ-2826-SM-5QGQH,GTEX-1HCU7-1426-SM-CNNQK,,GTEX-1H11D-2426-SM-9JGGN,GTEX-1HBPM-1026-SM-ARL9D,GTEX-1B8KZ-2026-SM-7DHMB,GTEX-Y3IK-2826-SM-4WWDW
GTEX-Q2AH-1426-SM-EXOHC,GTEX-1R7EV-1026-SM-DTX81,,,GTEX-13RTJ-2926-SM-5Q5DE,GTEX-1HCU8-0005-SM-A96RL,,GTEX-1H1CY-2126-SM-9OSXV,GTEX-1HBPM-1226-SM-A9SM8,GTEX-1B8L1-2226-SM-7P8PT,GTEX-Y5LM-0226-SM-4VBRM
GTEX-Q2AI-0826-SM-48TZO,GTEX-1R7EV-1526-SM-E8VOD,,,GTEX-13RTJ-3126-SM-5S2Q4,GTEX-1HCU8-1126-SM-CM2SA,,GTEX-1H1CY-2426-SM-9YFML,GTEX-1HBPN-0526-SM-A9SM6,GTEX-1B8L1-2426-SM-9WYTE,GTEX-Y5V5-0426-SM-4VBPU
GTEX-Q2AI-0926-SM-48U1F,GTEX-1R7EV-1926-SM-EVYBF,,,GTEX-13RTL-0011-R1a-SM-5PNZ8,GTEX-1HCU9-0004-SM-EYYW6,,GTEX-1H1DE-0926-SM-ARZN9,GTEX-1HBPN-0926-SM-CGQEG,GTEX-1B8L1-2526-SM-9WYTF,GTEX-Y5V6-0326-SM-4VBRW
GTEX-Q2AI-1126-SM-48U19,GTEX-1R9K5-0226-SM-EWRNF,,,GTEX-13RTL-0011-R3a-SM-5P9JP,GTEX-1HCU9-0005-SM-A9G1A,,GTEX-1H1DE-1226-SM-9JGHH,GTEX-1HC8U-0626-SM-B2LWB,GTEX-1B8SF-0126-SM-7DUG3,GTEX-Y5V6-0426-SM-4VBRZ
GTEX-Q734-1026-SM-48U16,GTEX-1R9PM-1826-SM-EVYBH,,,GTEX-13S7M-0011-R10b-SM-5PNZB,GTEX-1HCU9-0126-SM-9WG7M,,GTEX-1H1DE-1926-SM-9WG6P,GTEX-1HC8U-0726-SM-ACKXL,GTEX-1B8SF-1426-SM-7DUGL,GTEX-Y5V6-2826-SM-4VDSF
GTEX-Q734-1126-SM-48TZY,GTEX-1R9PM-2126-SM-E8VOB,,,GTEX-13S7M-0011-R11b-SM-5P9HU,GTEX-1HCU9-0626-SM-ACKW6,,GTEX-1H1E6-1326-SM-9WPQ5,GTEX-1HC8U-2626-SM-CNPPH,GTEX-1B8SG-0126-SM-73KZ3,GTEX-Y8E4-0226-SM-4VBQ3
GTEX-QCQG-0526-SM-48U2A,GTEX-1RAZA-0226-SM-E9U4W,,,GTEX-13S7M-0011-R1b-SM-5PNZE,GTEX-1HCUA-0004-SM-EYYW7,,GTEX-1H1E6-1426-SM-9QEHO,GTEX-1HCU6-0526-SM-A9SKU,GTEX-1B8SG-1226-SM-7IGPF,GTEX-Y8LW-0426-SM-4VBQ6
GTEX-QCQG-1626-SM-48U26,GTEX-1RAZQ-0626-SM-E8VOR,,,GTEX-13S7M-0011-R3a-SM-5PNX2,GTEX-1HCUA-0006-SM-ACKV9,,GTEX-1H1E6-1826-SM-A9G21,GTEX-1HCU6-1026-SM-A9G25,GTEX-1B932-2326-SM-79OL5,GTEX-Y8LW-0626-SM-4VDS8
GTEX-QDT8-0626-SM-48TYW,GTEX-1RAZQ-1526-SM-E6CJI,,,GTEX-13S7M-0011-R5b-SM-5P9HS,GTEX-1HCUA-0226-SM-A8N88,,GTEX-1H1E6-2326-SM-A9SKN,GTEX-1HCU7-0426-SM-D3L8Q,GTEX-1B933-0126-SM-7PC29,GTEX-Y9LG-0226-SM-4VBS4
