i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4
74,GTEX-13CF2-0011-R11b-SM-5LZXO,7.33747710575074e-05,0.3965528353245014,0.4310619768745057,0.17231181302993534
75,GTEX-14ABY-0011-R5b-SM-5SI7B,0.0001337760176469822,0.3035458121389459,0.6273619384274494,0.06895847341595772
76,GTEX-16XZZ-0011-R9b-SM-7DHKX,0.0003293626245906283,0.38055203616057354,0.5132590825357166,0.10585951867911922
77,GTEX-1E1VI-0011-R4b-SM-9QEHV,0.0011280968009448546,0.3228592933555432,0.610795115755009,0.06521749408850308
78,GTEX-13OVJ-2826-SM-5L3GW,0.005536499636993455,0.34041197767145315,0.567286136185121,0.0867653865064324
79,GTEX-WHSE-0011-R10A-SM-EYYVG,0.00012220392750885415,0.3455443968452266,0.5834307285337234,0.07090267069354118
80,GTEX-15SHU-3026-SM-6LPIB,0.00017488785531046062,0.5170158505613458,0.355532139839693,0.12727712174365072
81,GTEX-1C6VR-0011-R6a-SM-7MXU8,0.00011497654089206758,0.3546934674013705,0.5471721486057164,0.09801940745202108
82,GTEX-WWYW-0011-R5A-SM-3NB3E,0.00014153857642029615,0.32369584615191377,0.6011822766963645,0.0749803385753014
83,GTEX-1IY9M-0011-R9b-SM-D3L8J,4.6952666964050836e-05,0.34596841650273474,0.5889976072890765,0.06498702354122482
84,GTEX-1F75B-0011-R5a-SM-9QEHC,0.0003879528981869442,0.41036077962411593,0.4098340124115123,0.179417255066185
85,GTEX-1GN2E-3026-SM-9WG6I,0.00010508336191618465,0.32124509924494676,0.6152199402095068,0.06342987718363002
86,GTEX-13FHO-2926-SM-5L3ES,0.00018053104014896032,0.3895685175245568,0.4429791655695039,0.1672717858657903
87,GTEX-ZVZQ-0011-R11a-SM-51MS6,0.0001074571955855329,0.41019838898002503,0.4273106955314041,0.16238345829298526
88,GTEX-NL4W-0011-R5a-SM-2I3GD,0.00033851881909634517,0.32197333359247926,0.5728012973302863,0.10488685025813803
89,GTEX-T2IS-0011-R3A-SM-32QPB,8.75546925381705e-05,0.36375737491034665,0.5578731108241348,0.0782819595729804
90,GTEX-1A3MX-0011-R8a-SM-7P8PI,0.0016922132195497698,0.3954070374752677,0.43267354753796916,0.17022720176721345
91,GTEX-Y8DK-0011-R8B-SM-EYYVQ,0.0005950817881800828,0.3392101273799801,0.5830771805896128,0.07711761024222717
92,GTEX-ZZPT-3026-SM-5GZXH,0.0001722103823242414,0.3526528193201109,0.5367146490301445,0.1104603212674203
93,GTEX-12ZZX-0011-R10b-SM-5DUWK,6.649258394875257e-05,0.3142874305368167,0.6197666844706448,0.06587939240858978
94,GTEX-1ICLZ-0011-R8b-SM-ACKX4,0.001157247178638957,0.40019002219592475,0.5168392486831681,0.08181348194226827
95,GTEX-13FLV-0011-R6a-SM-5KLZ4,6.469663308255794e-05,0.3633968682621434,0.5496744461575936,0.08686398894718035
96,GTEX-14ASI-0011-R1b-SM-5S2TY,8.338211906098031e-05,0.3910043297128928,0.5385658817057597,0.07034640646228663
97,GTEX-QMR6-0011-R2A-SM-32PKV,8.657025560989067e-05,0.4370557252568003,0.4384696837889027,0.1243880206986871
98,GTEX-13G51-0011-R7b-SM-5LZXG,0.00011285771929425104,0.2925978747449188,0.6584832654454081,0.048806002090378824
99,GTEX-1C6WA-0011-R5a-SM-9WG5X,0.00017518838833041592,0.23906254267805147,0.7192727517121416,0.0414895172214766
100,GTEX-XAJ8-0826-SM-47JY6,9.125346267133057e-05,0.12536798459262594,0.33261746048197655,0.5419233014627262
101,GTEX-15RIG-0226-SM-7KFTL,8.255571240662744e-05,0.08724325039058275,0.3365835817468252,0.5760906121501855
102,GTEX-12KS4-0326-SM-5EQ41,7.529701876007929e-05,0.11168199520208762,0.3819499225983675,0.5062927851807847
103,GTEX-13CF3-2426-SM-5IFGX,6.793316972462977e-05,0.08207442660146629,0.3107966730873258,0.6070609671414834
104,GTEX-15G1A-0008-SM-E76Q5,7.576529211540676e-05,0.19936498059599464,0.31649840296477405,0.48406085114711594
105,GTEX-12WSJ-1826-SM-5GCNY,0.00010270465782170356,0.0963767597850129,0.31800674226702574,0.5855137932901398
106,GTEX-R53T-0008-SM-48FEW,7.959415441255747e-05,0.2029814570558532,0.3131379644418614,0.48380098434787294
107,GTEX-QXCU-0008-SM-48FCH,6.917874253702272e-05,0.2062346644133096,0.3164400957985951,0.47725606104555823
108,GTEX-ZVZP-0008-SM-51MSX,0.0002149061948986302,0.19442763354368375,0.3348897777422101,0.47046768251920756
109,GTEX-V1D1-2226-SM-3NMAX,7.827491001641691e-05,0.21819152459569643,0.2993695477542178,0.48236065274006934
110,GTEX-1LKK1-2626-SM-DKPQE,0.00033302464832999284,0.07505888058116794,0.31250442099868314,0.612103673771819
111,GTEX-16MT8-0426-SM-7KUEY,6.313542362274491e-05,0.1067064146306143,0.31414641859769554,0.5790840313480674
112,GTEX-P4PP-0008-SM-48TDV,7.70836542380825e-05,0.19984947527579996,0.36193626171628873,0.43813717935367313
113,GTEX-1LB8K-0726-SM-D5OV2,6.91436095472909e-05,0.11100160835452849,0.39225169278082955,0.49667755525509466
114,GTEX-15SKB-2826-SM-6PAMH,0.00012492735985388385,0.10142849149839567,0.4010828390429542,0.49736374209879614
115,GTEX-17EUY-0426-SM-793BD,4.603807797686394e-05,0.06182482308732079,0.2469724559228669,0.6911566829118354
116,GTEX-YEC4-0008-SM-4W1YR,0.00010871390672035585,0.1737873765141463,0.3825882153278416,0.4435156942512917
117,GTEX-1H1DG-0126-SM-9WYU2,6.178788525278263e-05,0.07078161908439252,0.2975583060080086,0.6315982870223461
118,GTEX-14A6H-2026-SM-5Q5DD,0.0001072234545414099,0.13470620942503794,0.39251511674048384,0.47267145037993674
119,GTEX-1IE54-0126-SM-CMKHW,0.00012508175837320666,0.13918021775761028,0.30846352186304676,0.5522311786209696
120,GTEX-14XAO-1226-SM-6EU1C,6.595894369478904e-05,0.08608701713445571,0.3327214414501409,0.5811255824717086
121,GTEX-X5EB-0008-SM-46MU3,7.994860335934564e-05,0.19815271044954602,0.24940920771474173,0.552358133232353
122,GTEX-1MJK3-0726-SM-E6CJC,0.00014456243519181985,0.09754226274056249,0.4607414457409836,0.4415717290832622
123,GTEX-NL3H-0008-SM-4E3HU,7.522437354039447e-05,0.19688010472003364,0.33906486964315313,0.4639798012632728
124,GTEX-133LE-1826-SM-5J1MV,9.747510049436902e-05,0.11418657332855355,0.34282215456744747,0.5428937970035046
125,GTEX-12696-0008-SM-5TDBX,7.357664320102962e-05,0.1979542369852555,0.3263586110589606,0.4756135753125831
126,GTEX-14JG6-1426-SM-9WG7C,3.968064911559863e-05,0.06046587292676103,0.6299827597712763,0.309511686652847
127,GTEX-1LB8K-0226-SM-EWRNW,6.456714726444204e-05,0.07502980932205597,0.38099355564085174,0.5439120678898279
128,GTEX-15CHC-0008-SM-E9U4J,7.838115335823641e-05,0.19680501869165573,0.3653544001971418,0.43776219995784427
129,GTEX-XQ8I-0426-SM-4BOPO,0.000234793858153567,0.09832007976289239,0.3121618409064091,0.5892832854725448
130,GTEX-1CAMR-1926-SM-7EPI2,9.564689279939569e-05,0.11178205282642945,0.4511539455282217,0.43696835475254936
131,GTEX-ZT9X-1526-SM-5DUXD,6.743880140462666e-05,0.09767575851030534,0.3957241600143058,0.5065326426739842
132,GTEX-147F3-1726-SM-5SIAW,0.0001326289293821814,0.1551199002900549,0.3272730788610506,0.5174743919195123
133,GTEX-18QFQ-0008-SM-EAZD7,6.957689172697064e-05,0.19298372181095233,0.34807383519274315,0.45887286610457756
134,GTEX-ZUA1-2626-SM-5NQ92,0.00015462375941815371,0.14132861129943344,0.4582710834619793,0.40024568147916906
135,GTEX-18A7B-0008-SM-EAZBQ,7.100837663623527e-05,0.1911893908522477,0.33749592098857634,0.47124367978253967
136,GTEX-X5EB-1926-SM-4E3IW,0.00012639951016617454,0.12596361030300193,0.36987977870050076,0.5040302114863311
137,GTEX-13U4I-2226-SM-5LU5H,7.863861420981361e-05,0.16082079431744725,0.3662165642954021,0.47288400277294085
138,GTEX-QDT8-0126-SM-48TZ1,7.024359143459119e-05,0.116762484120859,0.25746393631705644,0.62570333597065
139,GTEX-1LG7Y-0526-SM-DKPQC,0.0037921200614156915,0.126095564205761,0.40767773469475643,0.4624345810380668
140,GTEX-1M4P7-0226-SM-DIPEV,0.00011382843167572892,0.17051748975892503,0.36781323838150903,0.4615554434278903
141,GTEX-12WSF-1626-SM-7KUG5,6.91622146290722e-05,0.12397110617569823,0.43608105755743737,0.43987867405223546
142,GTEX-XPT6-0008-SM-4B64Q,0.00011468167706433386,0.19515890777053563,0.2895724933389792,0.5151539172134209
143,GTEX-1JJEA-0326-SM-CNPOT,0.00016278334052753063,0.06628835737813779,0.37344735242565197,0.5601015068556827
144,GTEX-11GS4-0226-SM-5HL77,0.00010079947436069163,0.11166880423725396,0.4159138499228852,0.4723165463655002
145,GTEX-RVPV-0008-SM-47JYW,0.0001218980160159879,0.19020433784486074,0.3723367439334091,0.43733702020571424
146,GTEX-1GZ4H-0526-SM-9KNU9,0.00043295036528184246,0.1115985573437001,0.4080038538350142,0.47996463845600396
147,GTEX-1GMR2-0008-SM-EAZD1,9.885120874922887e-05,0.17756928516010356,0.4080978041100552,0.41423405952109205
148,GTEX-11WQK-0008-SM-5SI6T,8.68324753135895e-05,0.21115294217553415,0.2882078217785607,0.5005524035705916
149,GTEX-1JN6P-2926-SM-CL54D,0.00015270315105901837,0.15403821792497452,0.38953871446510874,0.4562703644588578
150,GTEX-QVJO-1626-SM-2S1QW,0.00033375365472846627,0.1172704208186918,0.3701051670935999,0.5122906584329798
151,GTEX-1QEPI-2626-SM-DTXF4,7.431332675691725e-05,0.12953099828671427,0.378608724043016,0.4917859643435128
152,GTEX-12BJ1-0008-SM-5TDBZ,8.364176435462744e-05,0.20924795361868073,0.36250579357662,0.4281626110403445
153,GTEX-11ZUS-0008-SM-5S2UO,9.68019013476945e-05,0.2122618395658117,0.3260560701431399,0.46158528838970064
154,GTEX-17HGU-0226-SM-7DHKV,8.403756127005883e-05,0.12010548611231421,0.3260097534704637,0.553800722855952
155,GTEX-1GN1V-0126-SM-9WPOS,0.00011733955787996324,0.12989796399506073,0.3269670697522457,0.5430176266948136
156,GTEX-16MTA-0008-SM-EAZC6,7.172795967062719e-05,0.19712065050574,0.3325679020554179,0.4702397194791713
157,GTEX-1KANB-0526-SM-E6CJH,5.5448339693187704e-05,0.08783305744197395,0.34663937972676395,0.5654721144915689
158,GTEX-WYVS-0008-SM-4ONDY,7.649535005570334e-05,0.1948856352139876,0.21340838940131904,0.5916294800346377
159,GTEX-13OVL-0126-SM-5L3GJ,6.853875060692204e-05,0.12627226164081604,0.45547889225153176,0.41818030735704526
160,GTEX-1211K-2026-SM-5EQ4Z,0.00015998562363338776,0.12004243096537623,0.3096316738339747,0.5701659095770156
161,GTEX-1J1OQ-0126-SM-D4P2N,9.038367178173594e-05,0.11436917340124325,0.3888577454141196,0.49668269751285543
162,GTEX-1E2YA-0126-SM-9KNUC,6.607205412696661e-05,0.09378326001248062,0.38649601073839235,0.519654657195
163,GTEX-14BMU-1226-SM-5S2OR,0.00022801663174511124,0.1259463436045734,0.2510830118930695,0.622742627870612
164,GTEX-132AR-0008-SM-62LDH,7.845908718367833e-05,0.19165497950350355,0.3598298238852717,0.44843673752404106
165,GTEX-16A39-0008-SM-EAZC9,8.122660798578102e-05,0.19690164748248,0.3464337913571347,0.45658333455239947
166,GTEX-18D9B-0526-SM-7LTAS,6.490212771443883e-05,0.12622200736665126,0.32445668643413983,0.5492564040714945
167,GTEX-X3Y1-0008-SM-4PR12,7.174132359135879e-05,0.18633866410029612,0.23764597835199106,0.5759436162241215
168,GTEX-1CB4J-0626-SM-7DHMP,9.579995910705804e-05,0.11814823848848523,0.28555646563450776,0.5961994959179
169,GTEX-1CB4E-0926-SM-7EPHT,9.7771831213145e-05,0.125977772382322,0.3778893710317753,0.4960350847546896
170,GTEX-1H4P4-2126-SM-9WYSL,8.363649444981093e-05,0.1177942130198864,0.4120099882824715,0.47011216220319235
171,GTEX-13JUV-2026-SM-5K7UA,7.019504074889126e-05,0.15806631506787808,0.31860375437301064,0.5232597355183625
172,GTEX-1HFI7-2326-SM-CGQFS,0.00014420017422757763,0.12322530086242423,0.316331678915271,0.5602988200480772
173,GTEX-1ICLZ-0326-SM-ARL82,0.00015012513793351466,0.10521208588039474,0.44615841806438705,0.44847937091728474
174,GTEX-11NSD-0008-SM-5Q5BC,8.853039316196857e-05,0.23803398473732112,0.2919448638668058,0.469932621002711
175,GTEX-117YX-2326-SM-5H12W,0.00012936901151721416,0.15511660314373543,0.29957872074379027,0.5451753071009572
176,GTEX-1HUB1-0426-SM-E9U4U,6.304443287930345e-05,0.174368500469421,0.23346181748263484,0.592106637615065
177,GTEX-1AMFI-0008-SM-EVYAV,7.043267183676511e-05,0.19064775980251836,0.360260215169882,0.44902159235576283
178,GTEX-1KAFJ-2026-SM-CY8ID,0.0005651544843931432,0.09594184081977566,0.36044461067695716,0.5430483940188742
179,GTEX-1F6RS-0126-SM-9MQKZ,0.0002716566203127896,0.11271732965230871,0.3798519727759928,0.5071590409513856
180,GTEX-18465-0126-SM-731BN,5.837278581925739e-05,0.10991110332083227,0.3984095434277004,0.49162098046564817
181,GTEX-1KWVE-1426-SM-E9TJO,6.924984868177046e-05,0.11526092457258155,0.39779668278272895,0.4868731427960077
182,GTEX-1122O-1026-SM-9WYSF,0.00019208101482771003,0.1280537419883931,0.3451021513600326,0.5266520256367466
183,GTEX-ZE7O-0008-SM-4E3JQ,7.865542247118552e-05,0.22371162590751315,0.2960262602789497,0.48018345839106596
184,GTEX-ZZPU-0826-SM-5GZX5,0.00013175444656384345,0.11156559252538711,0.34655647814312807,0.541746174884921
185,GTEX-ZWKS-0126-SM-5SIAA,7.74025047282888e-05,0.05864879331848365,0.36033078786575184,0.5809430163110362
186,GTEX-132NY-0326-SM-5IJBL,9.596939825278688e-05,0.1035625579237379,0.40460881505777474,0.49173265762023466
187,GTEX-1F75I-0326-SM-9YFLU,9.014283133965714e-05,0.17286878932537636,0.25068912617814443,0.5763519416651395
188,GTEX-1IDJF-0126-SM-CM2RS,7.321961555427188e-05,0.11138840996987474,0.31803025289094605,0.570508117523625
189,GTEX-XK95-0226-SM-4AT58,8.495493817931576e-05,0.09690640896480024,0.5360893240256498,0.36691931207137074
190,GTEX-OIZI-0008-SM-2XCFD,6.326885559937168e-05,0.21524745867189796,0.22985359630556776,0.5548356761669349
191,GTEX-1IY9M-2826-SM-ARU8H,8.471201583776172e-05,0.13557438401862124,0.38431365209637364,0.48002725186916745
192,GTEX-131XH-2226-SM-5DUXJ,5.090432234823152e-05,0.08659899817518177,0.3885035514492533,0.5248465460532167
193,GTEX-13X6I-0626-SM-5QGP9,9.183455388972475e-05,0.14242259422371073,0.30802698089233027,0.5494585903300693
194,GTEX-ZYFD-0626-SM-5E44E,7.252806873537149e-05,0.09371971602980887,0.5126414331208994,0.39356632278055637
195,GTEX-1GN2E-0426-SM-9MQKX,8.933573532157615e-05,0.06521563064073374,0.35626060414920274,0.5784344294747419
196,GTEX-12WSL-2526-SM-5GCNJ,4.5752980720408094e-05,0.06677954630125216,0.2836064969273673,0.64956820379066
197,GTEX-17F9E-0008-SM-EAZB5,6.138378172048011e-05,0.21018351455587997,0.2748803438870805,0.5148747577753191
198,GTEX-Y5LM-0926-SM-6LLJG,8.095671434010126e-05,0.12127885260781182,0.28596573872041325,0.5926744519574348
199,GTEX-1H3VE-0326-SM-9YFLH,5.421852195481946e-05,0.042598415869816844,0.2349419172246473,0.722405448383581
200,GTEX-1GL5R-1526-SM-7MKHO,0.00016305686168409782,0.18317398702086105,0.3618111059242379,0.454851850193217
201,GTEX-1RLM8-0726-SM-E6CRH,0.003801192420124788,0.14102695243001243,0.38217468592471177,0.47299716922515095
202,GTEX-1GF9X-0726-SM-7SB7V,0.057463730806998015,0.321803738982829,0.21509970812427037,0.4056328220859027
203,GTEX-P44H-1426-SM-E9U4O,0.006784801458826076,0.619732531564674,0.10706078428479199,0.26642188269170797
204,GTEX-15UF7-0926-SM-6M46F,8.683991885860982e-05,0.18839962861708517,0.33637228962411925,0.475141241839937
205,GTEX-12KS4-1026-SM-5FQTD,0.0001521398908013823,0.7049777337471168,0.09974485004032355,0.19512527632175816
206,GTEX-1H3NZ-1326-SM-9JGHI,0.00019497430816896446,0.2530830801637613,0.3758425933115319,0.37087935221653784
207,GTEX-13OW8-2326-SM-5L3I9,0.0008362118016948622,0.1788964089448306,0.36029915426950004,0.4599682249839745
208,GTEX-1NV8Z-2026-SM-E8VMD,0.010828486701744489,0.28254001031509357,0.2623349038487497,0.44429659913441216
209,GTEX-1HBPM-1526-SM-A9G3H,0.007606919443789859,0.49445749077778567,0.10667616182710932,0.3912594279513151
210,GTEX-ZLV1-0526-SM-4WWD4,0.00011240076556360626,0.1212304199480089,0.37608883358511275,0.5025683457013146
211,GTEX-RM2N-0726-SM-48FD5,0.00010300926867344667,0.16229369770757418,0.3414517622376044,0.4961515307861479
212,GTEX-13CF3-1726-SM-5LU9E,7.119505597852432e-05,0.7329485226085971,0.05907702179803732,0.20790326053738706
213,GTEX-ZY6K-0526-SM-5GZY9,4.389287255141936e-05,0.8099900479640817,0.05506267495263705,0.13490338421072984
214,GTEX-P4QS-0626-SM-3NMD1,0.00019289407501583294,0.1595779633144539,0.3460742599145371,0.4941548826959932
215,GTEX-1O97I-1826-SM-EXUS9,0.0044576750581327845,0.5766569586653936,0.1637454541417981,0.2551399121346756
216,GTEX-1RNTQ-1126-SM-E9TK9,4.7319648662484686e-05,0.7537479189381308,0.06041746077623387,0.18578730063697282
217,GTEX-1IKK5-1326-SM-AHZ2X,0.00015379386450529802,0.1499346338489315,0.37722799156911846,0.4726835807174447
218,GTEX-11P7K-1226-SM-5HL4X,4.140869975168166e-05,0.789537738495863,0.04010461860753754,0.1703162341968479
219,GTEX-14PK6-1126-SM-5YY93,6.519773884200917e-05,0.6904402798773912,0.053700977769941025,0.2557935446138258
