i_doc,doc,Topic 1
481,GTEX-13OVL-0326-SM-5IJCS,1.0
482,GTEX-1AYCT-2226-SM-7SB98,1.0
483,GTEX-1QW4Y-0826-SM-DTXE1,1.0
484,GTEX-1JKYR-1226-SM-CM2S7,1.0
485,GTEX-14E1K-0426-SM-5S2PF,1.0
486,GTEX-ZF3C-0226-SM-4WWB3,1.0
487,GTEX-1QP2A-0226-SM-EVYBC,1.0
488,GTEX-12WSF-1526-SM-6PAN6,1.0
489,GTEX-14E1K-2126-SM-793DU,1.0
490,GTEX-1MA7X-1026-SM-DKPQ8,1.0
491,GTEX-1S82P-0226-SM-E6CI6,1.0
492,GTEX-14E6D-0226-SM-62LDW,1.0
493,GTEX-WYJK-0226-SM-EYYV8,1.0
494,GTEX-ZYFD-0226-SM-5NQ86,1.0
495,GTEX-15ER7-0426-SM-6PAM3,1.0
496,GTEX-1QW4Y-1626-SM-EAZ41,1.0
497,GTEX-1399R-2626-SM-5KLZ7,1.0
498,GTEX-ZDTS-1826-SM-5S2N6,1.0
499,GTEX-13O3P-0226-SM-5KM3Z,1.0
500,GTEX-OIZI-0005-SM-2XCED,1.0
501,GTEX-WRHK-0001-SM-4WWDD,1.0
502,GTEX-1JJEA-0006-SM-DHXJ2,1.0
503,GTEX-ZEX8-0004-SM-4WKFQ,1.0
504,GTEX-1PBJJ-0005-SM-CKZND,1.0
505,GTEX-WRHU-0006-SM-3MJF6,1.0
506,GTEX-1LBAC-0005-SM-DIPEE,1.0
507,GTEX-XMD3-0006-SM-4AT5X,1.0
508,GTEX-13OVL-0006-SM-5O996,1.0
509,GTEX-R53T-0005-SM-3GADK,1.0
510,GTEX-11ZU8-0005-SM-5PNU5,1.0
511,GTEX-13U4I-0006-SM-5N9CI,1.0
512,GTEX-WYVS-0004-SM-4ONDT,1.0
513,GTEX-1H2FU-0004-SM-EYYW8,1.0
514,GTEX-ZUA1-0005-SM-4YCEV,1.0
515,GTEX-1HCVE-0006-SM-ADEH2,1.0
516,GTEX-XYKS-0002-SM-4BRWN,1.0
517,GTEX-1J8Q2-0006-SM-CNNOZ,1.0
518,GTEX-1GN1W-0006-SM-A9SKL,1.0
519,GTEX-1S5ZU-0005-SM-CYPS3,1.0
520,GTEX-11I78-0001-SM-5Q5BE,1.0
521,GTEX-13FTX-0005-SM-5N9F6,1.0
522,GTEX-1C6VR-0005-SM-7MKF7,1.0
523,GTEX-X638-0003-SM-47JZ1,1.0
524,GTEX-11P82-0006-SM-5N9FY,1.0
525,GTEX-Y5V6-0005-SM-4V6FD,1.0
526,GTEX-1PPH7-0005-SM-CKZNE,1.0
527,GTEX-18A6Q-0005-SM-9KNVX,1.0
528,GTEX-1HCU8-0005-SM-A96RL,1.0
529,GTEX-1CB4H-0006-SM-A96RE,1.0
530,GTEX-R55C-0005-SM-3GAE9,1.0
531,GTEX-OIZH-0005-SM-2HMJN,1.0
532,GTEX-1LSNM-0005-SM-CXZIW,1.0
533,GTEX-WHPG-0006-SM-3NMBV,1.0
534,GTEX-N7MT-0007-SM-3GACQ,1.0
535,GTEX-1HBPN-0002-SM-EYYW2,1.0
536,GTEX-1QW4Y-0005-SM-DO93W,1.0
537,GTEX-ZG7Y-0006-SM-4WWEA,1.0
538,GTEX-1HSMP-0006-SM-AHZ25,1.0
539,GTEX-17HHY-0006-SM-7MXT4,1.0
540,GTEX-1269C-0005-SM-5N9CJ,1.0
541,GTEX-1GPI7-0005-SM-A9G13,1.0
542,GTEX-SNOS-0003-SM-3NMAO,1.0
543,GTEX-15D1Q-0006-SM-9KNTN,1.0
544,GTEX-Y5LM-0003-SM-4V6G1,1.0
545,GTEX-1122O-0005-SM-5O99J,1.0
546,GTEX-1EKGG-0001-SM-EAZCL,1.0
547,GTEX-YB5E-0005-SM-4VDSO,1.0
548,GTEX-131XE-0006-SM-5P9F9,1.0
549,GTEX-14ICL-0006-SM-5SIAB,1.0
550,GTEX-U3ZG-0001-SM-47JYF,1.0
551,GTEX-PLZ4-0006-SM-CYPR7,1.0
552,GTEX-1H1CY-0005-SM-A9G15,1.0
553,GTEX-14E6E-0006-SM-5MR5N,1.0
554,GTEX-1B933-0006-SM-7P8OP,1.0
555,GTEX-XPT6-0006-SM-4B66Q,1.0
556,GTEX-ZC5H-0004-SM-4WAXK,1.0
557,GTEX-S4Q7-0003-SM-3NM8M,1.0
558,GTEX-1GN73-0005-SM-ACKVI,1.0
559,GTEX-1HR98-0005-SM-A9SKM,1.0
560,GTEX-Y111-0006-SM-4SOIO,1.0
561,GTEX-T5JW-0003-SM-3NMAD,1.0
562,GTEX-1211K-0006-SM-5MR53,1.0
563,GTEX-17JCI-0005-SM-7P8OL,1.0
564,GTEX-131XH-0006-SM-5O98V,1.0
565,GTEX-UPJH-0006-SM-3GACW,1.0
566,GTEX-1HGF4-0002-SM-EZ6M7,1.0
567,GTEX-SUCS-0002-SM-3NMAJ,1.0
568,GTEX-1RB15-0005-SM-CL53N,1.0
569,GTEX-XAJ8-0006-SM-46MVM,1.0
570,GTEX-14DAQ-0005-SM-5NQ7B,1.0
571,GTEX-12WSH-0005-SM-5NQ9P,1.0
572,GTEX-XMK1-0005-SM-4B665,1.0
573,GTEX-1ICG6-0006-SM-A96RH,1.0
574,GTEX-11DXY-0006-SM-5NQ8N,1.0
575,GTEX-11EM3-0001-SM-5Q5BD,1.0
576,GTEX-Y114-0006-SM-4TT76,1.0
577,GTEX-1P4AB-0005-SM-CY8GM,1.0
578,GTEX-1S83E-0006-SM-DLHBW,1.0
579,GTEX-113IC-0006-SM-5NQ9C,1.0
580,GTEX-15DYW-0006-SM-7RHFR,1.0
581,GTEX-1HR9M-0005-SM-AHZ26,1.0
582,GTEX-131XG-0006-SM-5O9CE,1.0
583,GTEX-1GZHY-0005-SM-ARZL6,1.0
584,GTEX-XYKS-0005-SM-4BRUD,1.0
585,GTEX-X5EB-0006-SM-46MV5,1.0
586,GTEX-XBED-0006-SM-47JXO,1.0
587,GTEX-1EKGG-0005-SM-AHZ1Z,1.0
588,GTEX-1I1CD-0005-SM-ADEGY,1.0
589,GTEX-WY7C-0004-SM-4ONDS,1.0
590,GTEX-P44H-0006-SM-2XCFB,1.0
591,GTEX-1MUQO-0005-SM-DKPPT,1.0
592,GTEX-1A3MX-0005-SM-7MGW7,1.0
593,GTEX-147JS-0006-SM-5NQ7K,1.0
594,GTEX-1128S-0005-SM-5P9HI,1.0
595,GTEX-1A3MW-0006-SM-7MKGU,1.0
596,GTEX-XGQ4-0005-SM-4AT5U,1.0
597,GTEX-11EQ8-0006-SM-5P9HJ,1.0
598,GTEX-1QP28-0006-SM-DLZQW,1.0
599,GTEX-111YS-0006-SM-5NQBE,1.0
600,GTEX-1LGOU-0326-SM-D3LAM,1.0
601,GTEX-1EN7A-0726-SM-7PBXT,1.0
602,GTEX-ZDXO-0726-SM-57WBT,1.0
603,GTEX-13FXS-1026-SM-62LFQ,1.0
604,GTEX-O5YV-0326-SM-2I5H2,1.0
605,GTEX-14PJ2-1026-SM-6EU1M,1.0
606,GTEX-1JMPZ-1426-SM-CJI3C,1.0
607,GTEX-WHPG-1026-SM-3NMBA,1.0
608,GTEX-1GMR3-0426-SM-7PC17,1.0
609,GTEX-1HSGN-1126-SM-CJI4G,1.0
610,GTEX-1HSGN-0926-SM-CNNQM,1.0
611,GTEX-14PHX-2126-SM-6EU2U,1.0
612,GTEX-14XAO-1126-SM-6EU11,1.0
613,GTEX-13OW6-0926-SM-5L3GM,1.0
614,GTEX-1GN1U-1426-SM-7P8TF,1.0
615,GTEX-1EMGI-1226-SM-793DD,1.0
616,GTEX-WFG8-0626-SM-3GILJ,1.0
617,GTEX-WQUQ-1426-SM-3MJFD,1.0
618,GTEX-11LCK-0926-SM-5A5KA,1.0
619,GTEX-ZEX8-0426-SM-DO92Y,1.0
620,GTEX-ZLFU-0326-SM-4WWBK,1.0
621,GTEX-ZZPU-0926-SM-5GZYT,1.0
622,GTEX-12WSG-1226-SM-5EQ4C,1.0
623,GTEX-PWCY-0526-SM-5P9HG,1.0
624,GTEX-11GS4-0526-SM-5A5KQ,1.0
625,GTEX-13FTZ-0326-SM-5J1O1,1.0
626,GTEX-QEG5-0926-SM-2TC64,1.0
627,GTEX-17MF6-0926-SM-7LTAL,1.0
628,GTEX-1K2DU-0226-SM-DIPF6,1.0
629,GTEX-1399T-0426-SM-5PNVJ,1.0
630,GTEX-Y5V6-0826-SM-4VBRU,1.0
631,GTEX-1BAJH-1626-SM-73KUV,1.0
632,GTEX-1GMRU-1326-SM-9WYUI,1.0
633,GTEX-1E2YA-0626-SM-7P8P4,1.0
634,GTEX-1A8FM-1026-SM-7PC26,1.0
635,GTEX-1IKOE-0626-SM-A9G31,1.0
636,GTEX-11DXY-0826-SM-5EGGR,1.0
637,GTEX-1A8G6-1626-SM-7MGWO,1.0
638,GTEX-ZYFG-0426-SM-5E43M,1.0
639,GTEX-1HSMO-1226-SM-CL548,1.0
640,GTEX-ZYT6-1726-SM-5E44P,1.0
641,GTEX-17HHY-1426-SM-7EWDQ,1.0
642,GTEX-1C64N-0826-SM-7RHGQ,1.0
643,GTEX-1C2JI-0626-SM-7DHM1,1.0
644,GTEX-11ONC-0126-SM-5PNW6,1.0
645,GTEX-1H3O1-0226-SM-9WYSW,1.0
646,GTEX-ZPU1-0726-SM-5HL6O,1.0
647,GTEX-UJMC-0526-SM-3GAE3,1.0
648,GTEX-131XE-0526-SM-5K7YT,1.0
649,GTEX-13PVR-0926-SM-5S2RB,1.0
650,GTEX-145LS-1326-SM-5Q5EP,1.0
651,GTEX-111YS-0326-SM-5GZZ3,1.0
652,GTEX-1RAZS-0826-SM-E76QP,1.0
653,GTEX-13O3O-1526-SM-5KM1C,1.0
654,GTEX-OOBJ-0326-SM-33HBO,1.0
655,GTEX-1IDJH-1026-SM-E9TKH,1.0
656,GTEX-1PPH7-2026-SM-E9J3N,1.0
657,GTEX-1HBPH-0226-SM-9WYSM,1.0
658,GTEX-13VXT-1126-SM-5LU3A,1.0
659,GTEX-17GQL-0626-SM-731CN,1.0
660,GTEX-18465-0926-SM-731AY,1.0
661,GTEX-14PII-1026-SM-5ZZVW,1.0
662,GTEX-18D9U-1426-SM-718BO,1.0
663,GTEX-16XZY-0526-SM-7DHKY,1.0
664,GTEX-ZAB5-0226-SM-5CVMH,1.0
665,GTEX-1IKOE-1026-SM-ARZMF,1.0
666,GTEX-WI4N-0726-SM-3TW93,1.0
667,GTEX-RWS6-0326-SM-2XCAP,1.0
668,GTEX-ZTPG-1326-SM-51MSQ,1.0
669,GTEX-1H3NZ-1026-SM-A9SM5,1.0
670,GTEX-1IKOH-0926-SM-A9SLU,1.0
671,GTEX-1JJ6O-2126-SM-CNNP6,1.0
672,GTEX-XGQ4-0526-SM-4AT6C,1.0
673,GTEX-13O3P-1426-SM-5L3DT,1.0
674,GTEX-1GN1V-0826-SM-9KNU6,1.0
675,GTEX-WL46-0926-SM-3LK7T,1.0
676,GTEX-1F48J-1126-SM-9WYSY,1.0
677,GTEX-132AR-1926-SM-5EGK5,1.0
678,GTEX-Q2AH-0526-SM-2I3ED,1.0
679,GTEX-132NY-1726-SM-5EGKK,1.0
680,GTEX-1122O-0626-SM-5N9B9,1.0
681,GTEX-YFC4-0526-SM-5ZZVI,1.0
682,GTEX-1GTWX-0926-SM-9MQKM,1.0
683,GTEX-ZDTT-0326-SM-4WKF9,1.0
684,GTEX-OXRL-0326-SM-2I3F2,1.0
685,GTEX-13CF2-0426-SM-5KM1H,1.0
686,GTEX-ZVT2-0926-SM-5GICE,1.0
687,GTEX-132NY-1426-SM-5J1MJ,1.0
688,GTEX-11TT1-1326-SM-5PNYM,1.0
689,GTEX-WK11-0826-SM-EZ6LH,1.0
690,GTEX-1I1GV-1326-SM-A96SE,1.0
691,GTEX-1JJEA-0826-SM-CL53T,1.0
692,GTEX-1HCUA-0526-SM-A9SMH,1.0
693,GTEX-13FH7-0926-SM-5J2MR,1.0
694,GTEX-OXRK-0826-SM-2HMK7,1.0
695,GTEX-X8HC-1626-SM-46MWE,1.0
696,GTEX-WHSE-0926-SM-3NMBS,1.0
697,GTEX-1R7EV-0326-SM-E76PA,1.0
698,GTEX-1AX9K-0426-SM-73KUG,1.0
699,GTEX-13FH7-0826-SM-5J2NW,1.0
700,GTEX-SUCS-1626-SM-32PLS,1.0
701,GTEX-U4B1-1626-SM-3DB8N,1.0
702,GTEX-146FR-1726-SM-5Q5DT,1.0
703,GTEX-ZLWG-2126-SM-DO91M,1.0
704,GTEX-12696-2826-SM-5FQTY,1.0
705,GTEX-145ME-2026-SM-5SIA5,1.0
706,GTEX-1F6IF-0226-SM-7PBZ6,1.0
707,GTEX-Y5LM-2126-SM-4VDSY,1.0
708,GTEX-11WQC-2626-SM-5CVLF,1.0
709,GTEX-1J1R8-2326-SM-CKZPS,1.0
710,GTEX-QLQW-1326-SM-2S1QS,1.0
711,GTEX-R55E-0526-SM-2TC6B,1.0
712,GTEX-18A7B-0326-SM-7LG65,1.0
713,GTEX-16XZZ-0526-SM-7KUF1,1.0
714,GTEX-13NZA-0526-SM-5L3D7,1.0
715,GTEX-1NHNU-1226-SM-DTX8I,1.0
716,GTEX-1B8L1-2726-SM-793AL,1.0
717,GTEX-XPVG-2526-SM-4B66D,1.0
718,GTEX-1LSNL-0126-SM-EWRNR,1.0
719,GTEX-1K2DA-2226-SM-CGQGM,1.0
720,GTEX-15RIF-2126-SM-7KUM8,1.0
721,GTEX-1O9I2-0526-SM-EYYXI,1.0
722,GTEX-W5WG-1926-SM-4KKZK,1.0
723,GTEX-1IGQW-0526-SM-CKZO3,1.0
724,GTEX-11VI4-1926-SM-5CVLI,1.0
725,GTEX-1EH9U-0326-SM-7P8S2,1.0
726,GTEX-13G51-2726-SM-5LZZ9,1.0
727,GTEX-WOFM-1326-SM-3MJFR,1.0
728,GTEX-1F5PK-2626-SM-7RHH6,1.0
729,GTEX-P44G-0526-SM-2XCD1,1.0
730,GTEX-14JIY-0426-SM-62LF7,1.0
731,GTEX-1122O-2426-SM-5GIDN,1.0
732,GTEX-1RQED-0426-SM-E6CJP,1.0
733,GTEX-1AX8Z-5004-SM-ARZLD,1.0
734,GTEX-1HKZK-0226-SM-9WYUG,1.0
735,GTEX-ZF28-0526-SM-4WKGW,1.0
736,GTEX-11DXX-2726-SM-5PNXO,1.0
737,GTEX-13S7M-0326-SM-5S2PH,1.0
738,GTEX-13QBU-2426-SM-5LU4L,1.0
739,GTEX-XUYS-0326-SM-47JX2,1.0
740,GTEX-15DDE-0526-SM-6ETZQ,1.0
741,GTEX-1H3NZ-0326-SM-9MQL6,1.0
742,GTEX-1LGRB-2626-SM-CNPPR,1.0
743,GTEX-1F6I4-0326-SM-7P8T8,1.0
744,GTEX-147F3-0226-SM-5NQBV,1.0
745,GTEX-1I1GU-2126-SM-CGQF9,1.0
746,GTEX-1B996-0326-SM-7DHMU,1.0
747,GTEX-12WSD-0526-SM-5EQ6F,1.0
748,GTEX-WRHK-1626-SM-3MJFH,1.0
749,GTEX-1GMRU-0326-SM-9WYT6,1.0
750,GTEX-UTHO-0726-SM-3GAEN,1.0
751,GTEX-1I1GR-0326-SM-CKZPI,1.0
752,GTEX-TKQ2-0826-SM-33HB6,1.0
753,GTEX-YFCO-1926-SM-4W212,1.0
754,GTEX-1R7EV-2026-SM-DTX83,1.0
755,GTEX-14DAQ-0326-SM-664MR,1.0
756,GTEX-13PLJ-0326-SM-5L3I7,1.0
757,GTEX-11DXZ-2426-SM-5N9DT,1.0
758,GTEX-1H3VY-0326-SM-9WYU6,1.0
759,GTEX-11OF3-2526-SM-5P9JL,1.0
760,GTEX-ZVP2-2126-SM-5GU6E,1.0
761,GTEX-1LG7Z-2126-SM-CXKYU,1.0
762,GTEX-11ZTT-2626-SM-5EQKK,1.0
763,GTEX-OHPK-1626-SM-2YUN3,1.0
764,GTEX-REY6-0826-SM-2TF4S,1.0
765,GTEX-ZYY3-0526-SM-5E45G,1.0
766,GTEX-1LVAO-0526-SM-EWRNS,1.0
767,GTEX-U412-0326-SM-3DB9L,1.0
768,GTEX-139T4-0326-SM-5K7XN,1.0
769,GTEX-1J8JJ-0126-SM-D3L93,1.0
770,GTEX-WWYW-0526-SM-3NB2W,1.0
771,GTEX-ZPIC-2526-SM-57WDP,1.0
772,GTEX-QCQG-2126-SM-DTXFV,1.0
773,GTEX-12WSA-0726-SM-5FQU2,1.0
774,GTEX-1F48J-0526-SM-9WYSX,1.0
775,GTEX-XMD1-0626-SM-EZ6MC,1.0
776,GTEX-Y3IK-2626-SM-4WWDK,1.0
777,GTEX-14PQA-0526-SM-7KUFS,1.0
778,GTEX-1N2DW-0426-SM-E9TK4,1.0
779,GTEX-OIZG-1326-SM-2HMIQ,1.0
780,GTEX-1PBJJ-0326-SM-E8VNT,1.0
781,GTEX-17JCI-0326-SM-7LG5H,1.0
782,GTEX-1I1GP-2126-SM-CKZPJ,1.0
783,GTEX-144GO-1326-SM-5Q5EL,1.0
784,GTEX-X4XY-0626-SM-4E3IN,1.0
785,GTEX-12ZZX-0326-SM-5DUVH,1.0
786,GTEX-13U4I-1826-SM-5IJD2,1.0
787,GTEX-13NYS-0326-SM-5MR4L,1.0
788,GTEX-147JS-0526-SM-5TDD3,1.0
789,GTEX-15ER7-0226-SM-7KUEU,1.0
790,GTEX-139T6-2026-SM-5IFFL,1.0
791,GTEX-U8T8-1426-SM-3DB9H,1.0
792,GTEX-1J1OQ-0426-SM-A9SLI,1.0
793,GTEX-RU1J-1726-SM-2TF5S,1.0
794,GTEX-145LV-2326-SM-5LU8Z,1.0
795,GTEX-1H11D-0326-SM-9WG71,1.0
796,GTEX-1F75A-0626-SM-7PBYI,1.0
797,GTEX-145MN-2426-SM-5NQA5,1.0
798,GTEX-T8EM-1326-SM-3DB7G,1.0
799,GTEX-1IL2V-0526-SM-ARL8B,1.0
800,GTEX-11ONC-2026-SM-5HL61,1.0
801,GTEX-R55D-1826-SM-48FEF,1.0
802,GTEX-1QCLY-2026-SM-EVR4C,1.0
803,GTEX-1RMOY-1726-SM-EVYC9,1.0
804,GTEX-17HHE-1826-SM-79OKE,1.0
805,GTEX-15UF6-2726-SM-7KULY,1.0
806,GTEX-Y114-1626-SM-4TT7I,1.0
807,GTEX-1I1CD-2826-SM-A9SL4,1.0
808,GTEX-15G1A-1826-SM-7KUKO,1.0
809,GTEX-VJYA-2126-SM-4KL1O,1.0
810,GTEX-1HCU7-2626-SM-C1YQO,1.0
811,GTEX-TML8-1326-SM-4DXTO,1.0
812,GTEX-13OVJ-1826-SM-5KM2D,1.0
813,GTEX-1F75B-2726-SM-7P8QO,1.0
814,GTEX-1IDJH-2826-SM-CJI49,1.0
815,GTEX-1KANC-0926-SM-D3LA9,1.0
816,GTEX-ZF29-1826-SM-4WKG8,1.0
817,GTEX-XGQ4-1226-SM-4AT67,1.0
818,GTEX-145MO-2426-SM-5NQ9W,1.0
819,GTEX-13X6J-2826-SM-7EPGA,1.0
820,GTEX-1C6VQ-2726-SM-73KUL,1.0
821,GTEX-1AX9J-2526-SM-73KUY,1.0
822,GTEX-1QP2A-2226-SM-DTXF6,1.0
823,GTEX-ZYT6-2826-SM-5GICX,1.0
824,GTEX-13W3W-2126-SM-5K7UX,1.0
825,GTEX-OHPN-2026-SM-E9TIA,1.0
826,GTEX-ZDTT-1926-SM-5HL5W,1.0
827,GTEX-ZLWG-1726-SM-DNZZ2,1.0
828,GTEX-1A3MX-2326-SM-718B4,1.0
829,GTEX-1LGRB-1426-SM-CNNPT,1.0
830,GTEX-14C39-1926-SM-5ZZW5,1.0
831,GTEX-147JS-2526-SM-5S2Q8,1.0
832,GTEX-1HBPI-2226-SM-9WYTY,1.0
833,GTEX-17F96-2126-SM-7KFSM,1.0
834,GTEX-WHSE-2726-SM-EZ6ML,1.0
835,GTEX-1AMFI-1826-SM-73KWB,1.0
836,GTEX-1R9K5-2126-SM-E8VN1,1.0
837,GTEX-12ZZZ-2426-SM-5GCNN,1.0
838,GTEX-1QW4Y-1426-SM-E76P3,1.0
839,GTEX-111CU-1426-SM-5GZYP,1.0
840,GTEX-1MA7W-0626-SM-EV79Z,1.0
841,GTEX-13PL7-2526-SM-5IFGR,1.0
842,GTEX-PLZ6-0926-SM-3P5ZQ,1.0
843,GTEX-1H1E6-1826-SM-A9G21,1.0
844,GTEX-1IDJU-2026-SM-A9SLM,1.0
845,GTEX-WOFM-1926-SM-4OOSP,1.0
846,GTEX-1C475-1626-SM-731FP,1.0
847,GTEX-1IDJF-1826-SM-CKZOE,1.0
848,GTEX-1E2YA-2526-SM-7IGOU,1.0
849,GTEX-12WSL-1626-SM-5GCMU,1.0
850,GTEX-12ZZW-2426-SM-5DUWE,1.0
851,GTEX-1R9PM-1526-SM-DPRY8,1.0
852,GTEX-ZPU1-1726-SM-4WWFV,1.0
853,GTEX-1RAZR-1926-SM-E6CRF,1.0
854,GTEX-14JIY-3326-SM-6871E,1.0
855,GTEX-1E2YA-2626-SM-7MGWW,1.0
856,GTEX-ZZ64-0826-SM-5E449,1.0
857,GTEX-131YS-2926-SM-5EGKI,1.0
858,GTEX-Y3I4-1426-SM-4TT9C,1.0
859,GTEX-1S5VW-2926-SM-E9U6H,1.0
860,GTEX-18A7B-2026-SM-72D71,1.0
861,GTEX-ZEX8-1926-SM-4WKFR,1.0
862,GTEX-S7SF-1926-SM-4AT5B,1.0
863,GTEX-13N2G-2226-SM-5IJCU,1.0
864,GTEX-1JMLX-2726-SM-CM2SB,1.0
865,GTEX-1IDJC-1326-SM-CL53H,1.0
866,GTEX-1HSMP-2326-SM-D3L8R,1.0
867,GTEX-13O1R-2426-SM-5KLZZ,1.0
868,GTEX-1HSMQ-2526-SM-A9SMK,1.0
869,GTEX-1JN6P-2126-SM-ARL98,1.0
870,GTEX-13D11-0626-SM-5LZYY,1.0
871,GTEX-13OW5-2826-SM-5KM1G,1.0
872,GTEX-1QP67-1426-SM-E8VOO,1.0
873,GTEX-16MTA-1626-SM-6M47N,1.0
874,GTEX-11EQ9-1426-SM-5987G,1.0
875,GTEX-11VI4-1526-SM-5EQKC,1.0
876,GTEX-13FH7-1526-SM-5J2N6,1.0
877,GTEX-1211K-1826-SM-5EGJ2,1.0
878,GTEX-17MFQ-1226-SM-7KFSA,1.0
879,GTEX-11P81-1126-SM-5GU5G,1.0
880,GTEX-1122O-1526-SM-5N9CL,1.0
881,GTEX-11NSD-1626-SM-5986U,1.0
882,GTEX-U3ZM-1126-SM-4DXUB,1.0
883,GTEX-18D9A-1326-SM-7LT8P,1.0
884,GTEX-Y8E4-2426-SM-4WWDN,1.0
885,GTEX-1N2EF-1726-SM-EXUSI,1.0
886,GTEX-QLQ7-1126-SM-CYPRB,1.0
887,GTEX-133LE-1526-SM-5IFEN,1.0
888,GTEX-14DAR-1526-SM-5RQIX,1.0
889,GTEX-15SHU-2526-SM-6M47D,1.0
890,GTEX-XUW1-1926-SM-4BOP1,1.0
891,GTEX-145LT-0926-SM-5LU9C,1.0
892,GTEX-15EO6-2326-SM-6LPKK,1.0
893,GTEX-1GF9U-1526-SM-7MXUW,1.0
894,GTEX-NFK9-2026-SM-3LK5K,1.0
895,GTEX-1LSVX-1726-SM-DHXJP,1.0
896,GTEX-13OVI-2126-SM-5KM3U,1.0
897,GTEX-1GZ4I-2426-SM-9WPPP,1.0
898,GTEX-11TUW-2026-SM-5EQL8,1.0
899,GTEX-ZF2S-1926-SM-4WWAN,1.0
900,GTEX-1JMPZ-0626-SM-CY8HY,1.0
901,GTEX-11UD2-0626-SM-5GU6L,1.0
902,GTEX-13QBU-0626-SM-5J2OG,1.0
903,GTEX-QEG5-0826-SM-2I5GF,1.0
904,GTEX-ZV6S-0226-SM-59HJT,1.0
905,GTEX-OHPL-2626-SM-2HMJA,1.0
906,GTEX-Q2AG-0826-SM-2HMKF,1.0
907,GTEX-11TT1-1126-SM-5P9GV,1.0
908,GTEX-1IKOE-0926-SM-ARU7X,1.0
909,GTEX-ZGAY-1026-SM-4WWBR,1.0
910,GTEX-ZAJG-0726-SM-5HL9A,1.0
911,GTEX-QXCU-0326-SM-2TC63,1.0
912,GTEX-15ETS-0526-SM-6PAN3,1.0
913,GTEX-1A3MV-0326-SM-73KW7,1.0
914,GTEX-14A5H-0726-SM-5Q5DW,1.0
915,GTEX-1313W-0726-SM-5EGK1,1.0
916,GTEX-PWCY-2326-SM-2I3EQ,1.0
917,GTEX-1269C-0226-SM-5EGKS,1.0
918,GTEX-1CB4H-0126-SM-7IGN2,1.0
919,GTEX-1HT8W-1526-SM-CE6S3,1.0
920,GTEX-1IKJJ-1026-SM-A96SQ,1.0
921,GTEX-1QP28-0626-SM-E76P5,1.0
922,GTEX-13VXT-0626-SM-5SIA1,1.0
923,GTEX-13NYB-0726-SM-5MR4J,1.0
924,GTEX-132AR-1126-SM-5P9GA,1.0
925,GTEX-ZQG8-0926-SM-57WFF,1.0
926,GTEX-RUSQ-1026-SM-2TF6V,1.0
927,GTEX-1JMQJ-2026-SM-CNPP9,1.0
928,GTEX-1LGOU-0126-SM-EV79W,1.0
929,GTEX-1IL2V-0626-SM-ARU7S,1.0
930,GTEX-1I6K6-0726-SM-B2LX4,1.0
931,GTEX-1JMLX-0826-SM-CNNPP,1.0
932,GTEX-14PKV-0626-SM-6AJA2,1.0
933,GTEX-14PKU-0326-SM-6AJA7,1.0
934,GTEX-1HGF4-0726-SM-9WYU9,1.0
935,GTEX-1MCC2-0526-SM-DHXJS,1.0
936,GTEX-1HCU9-0226-SM-9WPNT,1.0
937,GTEX-11EI6-0726-SM-59866,1.0
938,GTEX-Y3I4-0226-SM-4TT27,1.0
939,GTEX-1OJC3-0626-SM-E8VMO,1.0
940,GTEX-1LB8K-0626-SM-D4P3Z,1.0
941,GTEX-1IDJH-0826-SM-CE6SY,1.0
942,GTEX-ZXG5-0926-SM-5NQ8H,1.0
943,GTEX-139YR-1226-SM-5IFEU,1.0
944,GTEX-133LE-0326-SM-5P9G4,1.0
945,GTEX-13S86-1126-SM-5RQJX,1.0
946,GTEX-15SHU-0726-SM-7KUFI,1.0
947,GTEX-1PWST-0726-SM-EWRMO,1.0
948,GTEX-ZT9X-0226-SM-51MT2,1.0
949,GTEX-1B932-0926-SM-73KUP,1.0
950,GTEX-1B8KE-0626-SM-7189H,1.0
951,GTEX-1H2FU-0626-SM-9WPPS,1.0
952,GTEX-1EH9U-0926-SM-7EWF1,1.0
953,GTEX-WEY5-0526-SM-3GIKZ,1.0
954,GTEX-18A7A-0826-SM-7KFTJ,1.0
955,GTEX-15RIF-0326-SM-7KUFR,1.0
956,GTEX-145LT-0226-SM-5S2QK,1.0
957,GTEX-1HCVE-0726-SM-A96SH,1.0
958,GTEX-1H1DG-0726-SM-A96TN,1.0
959,GTEX-WYBS-1926-SM-3NM8N,1.0
960,GTEX-13W46-0926-SM-5LU3T,1.0
961,GTEX-145LU-0426-SM-5O9AH,1.0
962,GTEX-14753-0926-SM-5Q5BI,1.0
963,GTEX-1J1R8-0126-SM-CJI36,1.0
964,GTEX-WXYG-0226-SM-3NB2Y,1.0
965,GTEX-ZA64-0426-SM-5HL96,1.0
966,GTEX-14PJO-0626-SM-6LLHH,1.0
967,GTEX-1HSMQ-0526-SM-A96TY,1.0
968,GTEX-13CF3-0926-SM-5LZZC,1.0
969,GTEX-11ZTS-1126-SM-5LU9X,1.0
970,GTEX-PLZ4-1226-SM-2I5FE,1.0
971,GTEX-ZYVF-1126-SM-5E458,1.0
972,GTEX-OXRL-2626-SM-2I3F1,1.0
973,GTEX-1C6VQ-0526-SM-7MGWD,1.0
974,GTEX-117YX-1226-SM-5H11S,1.0
975,GTEX-POYW-0826-SM-2XCEM,1.0
