Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65,Topic 66,Topic 67,Topic 68
ENSG00000114480,ENSG00000126457,ENSG00000100445,ENSG00000119421,ENSG00000197386,ENSG00000211456,ENSG00000151689,ENSG00000185896,ENSG00000068438,ENSG00000083444,ENSG00000169813,ENSG00000134970,ENSG00000170581,ENSG00000178685,ENSG00000103145,ENSG00000163660,ENSG00000103152,ENSG00000068745,ENSG00000104886,ENSG00000089220,ENSG00000135365,ENSG00000100605,ENSG00000197562,ENSG00000166272,ENSG00000213625,ENSG00000105755,ENSG00000104687,ENSG00000135446,ENSG00000113719,ENSG00000130402,ENSG00000104889,ENSG00000174775,ENSG00000108578,ENSG00000122515,ENSG00000149743,ENSG00000022840,ENSG00000100764,ENSG00000165175,ENSG00000010322,ENSG00000114942,ENSG00000105254,ENSG00000013306,ENSG00000169228,ENSG00000174444,ENSG00000148730,ENSG00000067064,ENSG00000135677,ENSG00000154122,ENSG00000143549,ENSG00000139433,ENSG00000185000,ENSG00000164105,ENSG00000166333,ENSG00000149428,ENSG00000105835,ENSG00000165886,ENSG00000085377,ENSG00000160213,ENSG00000157514,ENSG00000100243,ENSG00000179833,ENSG00000146278,ENSG00000111640,ENSG00000115738,ENSG00000186395,ENSG00000134333,ENSG00000108518,ENSG00000140416
ENSG00000091527,ENSG00000138757,ENSG00000158863,ENSG00000164405,ENSG00000198911,ENSG00000129187,ENSG00000010017,ENSG00000084073,ENSG00000090686,ENSG00000082153,ENSG00000127952,ENSG00000173726,ENSG00000102158,ENSG00000160908,ENSG00000243147,ENSG00000122678,ENSG00000180957,ENSG00000046651,ENSG00000161013,ENSG00000248487,ENSG00000137575,ENSG00000068971,ENSG00000156599,ENSG00000142230,ENSG00000197894,ENSG00000005022,ENSG00000149923,ENSG00000166012,ENSG00000143622,ENSG00000198742,ENSG00000074800,ENSG00000177646,ENSG00000143753,ENSG00000103365,ENSG00000115694,ENSG00000196547,ENSG00000153113,ENSG00000068903,ENSG00000162729,ENSG00000125977,ENSG00000101290,ENSG00000100225,ENSG00000100226,ENSG00000105193,ENSG00000111275,ENSG00000033627,ENSG00000104805,ENSG00000129625,ENSG00000119929,ENSG00000178585,ENSG00000142166,ENSG00000146425,ENSG00000119950,ENSG00000044574,ENSG00000121060,ENSG00000117984,ENSG00000254772,,ENSG00000186350,ENSG00000005812,ENSG00000136942,ENSG00000150991,,ENSG00000143878,,ENSG00000122884,,ENSG00000186919
ENSG00000171490,ENSG00000168439,ENSG00000137817,ENSG00000100442,ENSG00000167508,ENSG00000109083,ENSG00000101444,ENSG00000168264,ENSG00000204392,ENSG00000185624,ENSG00000003056,ENSG00000081154,ENSG00000176393,ENSG00000099331,ENSG00000143198,ENSG00000126456,ENSG00000071537,ENSG00000103091,ENSG00000133313,ENSG00000100997,ENSG00000173744,ENSG00000220205,ENSG00000136754,ENSG00000140553,ENSG00000160691,ENSG00000136810,ENSG00000145901,ENSG00000071082,ENSG00000177628,ENSG00000196975,ENSG00000132341,ENSG00000137216,ENSG00000141232,ENSG00000142188,ENSG00000167705,ENSG00000097033,ENSG00000009307,ENSG00000129245,ENSG00000068400,ENSG00000178035,ENSG00000111897,ENSG00000130830,ENSG00000159720,ENSG00000125457,ENSG00000167468,ENSG00000153561,ENSG00000105404,ENSG00000102401,ENSG00000160299,ENSG00000127080,ENSG00000068323,ENSG00000071127,ENSG00000068383,ENSG00000164733,ENSG00000132589,,ENSG00000125871,,ENSG00000144655,ENSG00000102316,ENSG00000142541,ENSG00000122547,,ENSG00000146433,,ENSG00000105355,,
ENSG00000174851,ENSG00000179958,ENSG00000137497,ENSG00000106554,ENSG00000101843,ENSG00000127022,ENSG00000143149,ENSG00000141380,ENSG00000132467,ENSG00000095139,ENSG00000129255,ENSG00000112697,ENSG00000143368,ENSG00000231925,ENSG00000182551,ENSG00000143224,ENSG00000139641,ENSG00000112033,ENSG00000244187,ENSG00000211584,ENSG00000027697,ENSG00000089818,ENSG00000014216,ENSG00000163320,ENSG00000110651,ENSG00000172831,ENSG00000182117,ENSG00000122406,ENSG00000064601,ENSG00000187091,ENSG00000181163,ENSG00000175416,ENSG00000104228,ENSG00000213015,ENSG00000121073,ENSG00000120063,ENSG00000132388,ENSG00000112531,ENSG00000197694,ENSG00000170515,ENSG00000133265,ENSG00000131669,ENSG00000185883,ENSG00000113580,ENSG00000172057,ENSG00000166912,ENSG00000127946,ENSG00000142192,ENSG00000213337,ENSG00000160439,ENSG00000197070,ENSG00000092531,ENSG00000116473,ENSG00000090520,ENSG00000177156,,ENSG00000120992,,ENSG00000198355,ENSG00000157933,ENSG00000167962,,,ENSG00000145012,,,,
ENSG00000115758,ENSG00000156471,ENSG00000102901,ENSG00000064726,ENSG00000103018,ENSG00000167272,ENSG00000077235,ENSG00000166908,ENSG00000131473,ENSG00000089597,ENSG00000153922,ENSG00000111678,ENSG00000130733,ENSG00000116679,ENSG00000108861,ENSG00000167967,ENSG00000117868,ENSG00000136271,ENSG00000106077,ENSG00000183828,ENSG00000159128,ENSG00000005486,ENSG00000154845,ENSG00000143624,ENSG00000068697,ENSG00000129235,ENSG00000103194,ENSG00000089009,ENSG00000133961,ENSG00000184743,ENSG00000099901,ENSG00000099797,ENSG00000117036,ENSG00000100084,ENSG00000064545,ENSG00000104973,ENSG00000141030,ENSG00000184207,ENSG00000183020,ENSG00000134294,ENSG00000130511,ENSG00000105701,ENSG00000117410,ENSG00000067955,ENSG00000198382,ENSG00000105647,ENSG00000183255,ENSG00000197586,ENSG00000122477,ENSG00000163472,ENSG00000083168,ENSG00000198373,ENSG00000125503,ENSG00000184164,ENSG00000005302,,ENSG00000158006,,ENSG00000157557,ENSG00000124067,ENSG00000137154,,,,,,,
ENSG00000102054,ENSG00000167085,ENSG00000139613,ENSG00000169021,ENSG00000100983,ENSG00000016864,ENSG00000105677,ENSG00000072310,ENSG00000089280,ENSG00000108829,ENSG00000101782,ENSG00000123562,ENSG00000129562,ENSG00000068079,ENSG00000107140,ENSG00000162517,ENSG00000164346,ENSG00000125877,ENSG00000179163,ENSG00000177030,ENSG00000064932,ENSG00000159363,ENSG00000109787,ENSG00000175215,ENSG00000150093,ENSG00000181830,ENSG00000030110,ENSG00000161970,ENSG00000111802,ENSG00000186918,ENSG00000115415,ENSG00000180900,ENSG00000119862,ENSG00000144659,ENSG00000185608,ENSG00000196182,ENSG00000155313,ENSG00000121671,ENSG00000243708,ENSG00000115053,ENSG00000157216,ENSG00000159346,ENSG00000172354,ENSG00000100129,ENSG00000168899,ENSG00000060237,ENSG00000049860,ENSG00000117691,,ENSG00000143412,ENSG00000140564,ENSG00000047644,ENSG00000065882,ENSG00000143870,ENSG00000146828,,ENSG00000213965,,ENSG00000179094,ENSG00000152818,ENSG00000083845,,,,,,,
ENSG00000115677,ENSG00000124767,ENSG00000154803,ENSG00000184076,ENSG00000177889,ENSG00000167775,ENSG00000008282,ENSG00000136802,ENSG00000171960,ENSG00000106397,ENSG00000183684,ENSG00000077380,ENSG00000164758,ENSG00000092010,ENSG00000107372,ENSG00000163516,ENSG00000080845,ENSG00000177565,ENSG00000204564,ENSG00000178467,ENSG00000169826,ENSG00000179456,ENSG00000106330,ENSG00000101363,ENSG00000151348,ENSG00000120437,ENSG00000140350,ENSG00000125691,ENSG00000111229,ENSG00000118985,ENSG00000112118,ENSG00000243789,ENSG00000103319,ENSG00000213339,ENSG00000161671,ENSG00000082146,ENSG00000169764,ENSG00000153944,ENSG00000110514,ENSG00000166197,ENSG00000158526,,ENSG00000241878,ENSG00000112679,ENSG00000110422,ENSG00000162302,ENSG00000148175,ENSG00000135720,,ENSG00000198039,ENSG00000204713,ENSG00000148484,ENSG00000239697,ENSG00000167004,ENSG00000180138,,ENSG00000119912,,ENSG00000105856,ENSG00000120896,ENSG00000173473,,,,,,,
ENSG00000128590,ENSG00000169032,ENSG00000092094,ENSG00000010256,ENSG00000099956,ENSG00000141349,ENSG00000117450,ENSG00000164096,ENSG00000102172,ENSG00000144136,ENSG00000128973,ENSG00000151176,ENSG00000172845,ENSG00000100911,ENSG00000126524,ENSG00000139636,ENSG00000160256,ENSG00000176444,ENSG00000119431,ENSG00000103160,ENSG00000113732,ENSG00000089486,ENSG00000140497,ENSG00000182095,ENSG00000130340,ENSG00000167553,ENSG00000102144,ENSG00000135316,ENSG00000115091,ENSG00000139154,ENSG00000120802,ENSG00000167114,ENSG00000069667,ENSG00000137409,ENSG00000175727,ENSG00000003402,ENSG00000139842,ENSG00000264364,ENSG00000280789,ENSG00000106628,ENSG00000008952,,ENSG00000167578,ENSG00000144895,ENSG00000093144,ENSG00000177169,ENSG00000127947,ENSG00000106615,,ENSG00000103044,ENSG00000269858,ENSG00000137478,ENSG00000159884,ENSG00000179218,,,ENSG00000173085,,ENSG00000137193,ENSG00000118369,ENSG00000198034,,,,,,,
ENSG00000161011,ENSG00000108561,ENSG00000094631,ENSG00000091140,ENSG00000196262,ENSG00000182220,ENSG00000113282,ENSG00000100417,ENSG00000143390,ENSG00000132432,ENSG00000196396,ENSG00000077254,ENSG00000105612,ENSG00000130313,ENSG00000175155,ENSG00000079432,ENSG00000107625,ENSG00000035141,ENSG00000105135,ENSG00000063176,ENSG00000079277,ENSG00000198668,ENSG00000141429,ENSG00000064961,ENSG00000134352,ENSG00000164284,ENSG00000198876,ENSG00000265681,ENSG00000169230,ENSG00000173848,ENSG00000175792,ENSG00000172663,ENSG00000121989,ENSG00000185236,ENSG00000072778,ENSG00000070495,ENSG00000198925,ENSG00000161981,ENSG00000131584,ENSG00000143621,ENSG00000167220,,ENSG00000171552,ENSG00000118181,ENSG00000140848,ENSG00000079459,ENSG00000124155,ENSG00000131507,,,ENSG00000155097,ENSG00000067560,ENSG00000121067,ENSG00000172123,,,ENSG00000072736,,ENSG00000165030,ENSG00000117318,ENSG00000105202,,,,,,,
ENSG00000214706,ENSG00000135900,ENSG00000140400,ENSG00000140374,ENSG00000086061,ENSG00000168701,ENSG00000119718,ENSG00000100439,ENSG00000119335,ENSG00000244038,ENSG00000162434,ENSG00000146540,ENSG00000205302,ENSG00000168310,ENSG00000265491,ENSG00000162231,ENSG00000109171,ENSG00000128699,ENSG00000161395,ENSG00000107902,ENSG00000067182,ENSG00000110931,ENSG00000103769,ENSG00000113384,ENSG00000117143,ENSG00000148429,ENSG00000085117,ENSG00000243678,ENSG00000171302,ENSG00000112699,ENSG00000182199,ENSG00000170873,ENSG00000213782,ENSG00000135473,ENSG00000114796,ENSG00000034152,ENSG00000159461,ENSG00000120265,ENSG00000133612,ENSG00000197451,ENSG00000166974,,ENSG00000102921,ENSG00000186468,ENSG00000119185,ENSG00000135924,ENSG00000049245,ENSG00000119242,,,ENSG00000082996,ENSG00000100242,ENSG00000139718,,,,ENSG00000027001,,ENSG00000139132,ENSG00000101665,ENSG00000171858,,,,,,,
ENSG00000106588,ENSG00000116649,ENSG00000112983,ENSG00000085662,ENSG00000173272,ENSG00000257727,ENSG00000147383,ENSG00000143162,ENSG00000100823,ENSG00000058262,ENSG00000198176,ENSG00000177879,ENSG00000134046,ENSG00000213928,ENSG00000119138,ENSG00000146067,ENSG00000053254,ENSG00000104613,ENSG00000167113,ENSG00000144283,ENSG00000143384,ENSG00000168000,ENSG00000242372,ENSG00000108654,ENSG00000133812,,ENSG00000142252,ENSG00000104408,ENSG00000241553,ENSG00000145246,ENSG00000132646,ENSG00000164086,,ENSG00000127838,ENSG00000167969,ENSG00000247596,ENSG00000172340,ENSG00000182768,ENSG00000141258,ENSG00000111641,ENSG00000168710,,ENSG00000100330,ENSG00000063046,ENSG00000115459,ENSG00000084733,ENSG00000135404,ENSG00000138760,,,ENSG00000100299,ENSG00000152291,ENSG00000101452,,,,,,,ENSG00000165675,ENSG00000166441,,,,,,,
ENSG00000100567,ENSG00000111669,ENSG00000088448,ENSG00000131828,ENSG00000008324,ENSG00000111269,ENSG00000173418,ENSG00000166484,ENSG00000125743,ENSG00000138674,ENSG00000105887,ENSG00000141367,ENSG00000117448,ENSG00000198818,ENSG00000196781,ENSG00000100258,ENSG00000117859,ENSG00000185619,ENSG00000075240,ENSG00000173581,ENSG00000129657,ENSG00000203879,ENSG00000127666,ENSG00000169682,ENSG00000256043,,ENSG00000172531,ENSG00000143486,ENSG00000013364,ENSG00000157483,ENSG00000196230,ENSG00000109670,,ENSG00000105221,ENSG00000172493,ENSG00000158470,ENSG00000117592,ENSG00000170027,ENSG00000157978,ENSG00000173457,ENSG00000198792,,ENSG00000110046,ENSG00000124789,ENSG00000133027,ENSG00000140854,ENSG00000073921,ENSG00000116857,,,ENSG00000125734,ENSG00000106799,ENSG00000114861,,,,,,,ENSG00000144445,ENSG00000108107,,,,,,,
ENSG00000107581,ENSG00000116161,ENSG00000123933,ENSG00000119471,ENSG00000160752,ENSG00000089006,ENSG00000144867,ENSG00000125534,ENSG00000002549,ENSG00000157020,ENSG00000184216,ENSG00000189403,ENSG00000143570,ENSG00000125772,ENSG00000121057,ENSG00000158552,ENSG00000184990,ENSG00000139546,ENSG00000113504,ENSG00000198168,ENSG00000118564,ENSG00000067836,ENSG00000148985,ENSG00000127483,ENSG00000111450,,ENSG00000151465,ENSG00000140750,ENSG00000172757,ENSG00000089123,ENSG00000123416,ENSG00000183060,,ENSG00000161265,ENSG00000090266,ENSG00000101457,ENSG00000164967,ENSG00000107758,ENSG00000167702,ENSG00000124207,ENSG00000047249,,ENSG00000104915,ENSG00000108298,ENSG00000103264,ENSG00000171159,ENSG00000143418,ENSG00000114544,,,ENSG00000204386,ENSG00000150403,ENSG00000163681,,,,,,,ENSG00000077232,ENSG00000148303,,,,,,,
ENSG00000134001,ENSG00000108179,ENSG00000099622,ENSG00000262814,ENSG00000111726,ENSG00000004897,ENSG00000204138,ENSG00000168036,ENSG00000092201,ENSG00000158290,ENSG00000167645,ENSG00000090863,ENSG00000157637,ENSG00000175938,ENSG00000137177,ENSG00000101199,ENSG00000197043,ENSG00000148824,ENSG00000111271,ENSG00000018189,ENSG00000178719,ENSG00000130758,ENSG00000143537,ENSG00000165102,ENSG00000123384,,ENSG00000163466,ENSG00000182827,ENSG00000136279,ENSG00000197077,ENSG00000107833,ENSG00000172594,,ENSG00000028528,ENSG00000154930,ENSG00000090013,ENSG00000114416,ENSG00000189241,ENSG00000148341,ENSG00000125107,ENSG00000148218,,ENSG00000136280,ENSG00000124151,ENSG00000115306,ENSG00000078902,ENSG00000167566,ENSG00000130024,,,ENSG00000173327,ENSG00000101160,ENSG00000144749,,,,,,,ENSG00000138448,ENSG00000134574,,,,,,,
ENSG00000113328,ENSG00000115541,ENSG00000111653,ENSG00000137547,ENSG00000141959,ENSG00000189266,ENSG00000066583,ENSG00000044115,ENSG00000104517,ENSG00000181789,ENSG00000108424,ENSG00000065154,ENSG00000132661,ENSG00000135148,ENSG00000073910,ENSG00000189339,ENSG00000152601,ENSG00000101158,ENSG00000168924,ENSG00000125247,ENSG00000112062,ENSG00000127220,ENSG00000165527,ENSG00000110090,ENSG00000188215,,ENSG00000198604,ENSG00000116212,ENSG00000107566,ENSG00000148842,ENSG00000130816,ENSG00000159788,,ENSG00000204227,ENSG00000131368,ENSG00000134686,ENSG00000177981,ENSG00000176871,ENSG00000204371,ENSG00000188976,ENSG00000105223,,ENSG00000178896,ENSG00000167716,ENSG00000147119,ENSG00000168159,ENSG00000084234,ENSG00000104695,,,ENSG00000121691,ENSG00000110711,ENSG00000109458,,,,,,,ENSG00000170364,ENSG00000163961,,,,,,,
ENSG00000108559,ENSG00000152332,ENSG00000099949,ENSG00000182154,ENSG00000180817,ENSG00000128951,ENSG00000186187,ENSG00000135926,ENSG00000159202,ENSG00000184432,ENSG00000198900,ENSG00000107175,ENSG00000001167,ENSG00000160710,ENSG00000180891,ENSG00000178028,ENSG00000152684,ENSG00000162613,ENSG00000160972,ENSG00000174928,ENSG00000170892,ENSG00000142459,ENSG00000129219,ENSG00000161999,ENSG00000004399,,ENSG00000139370,ENSG00000158092,ENSG00000136026,ENSG00000144426,ENSG00000080819,ENSG00000107679,,ENSG00000133835,ENSG00000183605,ENSG00000135334,ENSG00000121851,ENSG00000242259,ENSG00000001497,ENSG00000141101,ENSG00000101439,,ENSG00000166579,ENSG00000170222,ENSG00000131943,ENSG00000004478,ENSG00000013288,ENSG00000160094,,,ENSG00000204304,ENSG00000168610,ENSG00000087448,,,,,,,ENSG00000205189,ENSG00000172175,,,,,,,
ENSG00000160818,ENSG00000166226,ENSG00000103197,ENSG00000062485,ENSG00000130332,ENSG00000140943,ENSG00000131844,ENSG00000241685,ENSG00000143401,ENSG00000129083,ENSG00000258315,ENSG00000134308,ENSG00000242247,ENSG00000105397,ENSG00000182568,ENSG00000163795,ENSG00000128272,ENSG00000154832,ENSG00000137171,ENSG00000173041,ENSG00000233276,ENSG00000105662,ENSG00000196743,ENSG00000161202,ENSG00000165476,,ENSG00000116663,ENSG00000109606,ENSG00000173171,ENSG00000213397,ENSG00000168393,ENSG00000158321,,ENSG00000087460,ENSG00000125967,ENSG00000167470,ENSG00000156026,ENSG00000179364,ENSG00000171604,ENSG00000214026,ENSG00000243279,,ENSG00000005238,ENSG00000164307,ENSG00000131370,ENSG00000057757,ENSG00000117298,ENSG00000113621,,,ENSG00000109854,ENSG00000100266,ENSG00000113273,,,,,,,ENSG00000153208,ENSG00000107554,,,,,,,
ENSG00000065150,ENSG00000144381,ENSG00000186166,ENSG00000100412,ENSG00000123505,ENSG00000077147,ENSG00000070081,ENSG00000093010,ENSG00000136938,ENSG00000116260,ENSG00000125835,ENSG00000131778,ENSG00000136770,ENSG00000156587,ENSG00000198853,ENSG00000104859,ENSG00000157045,ENSG00000143303,ENSG00000167700,ENSG00000162065,ENSG00000137312,ENSG00000050748,ENSG00000188186,ENSG00000084652,ENSG00000150457,,ENSG00000157350,ENSG00000170430,ENSG00000095380,,ENSG00000176619,ENSG00000137266,,ENSG00000173486,ENSG00000218891,ENSG00000165006,ENSG00000104131,ENSG00000047849,ENSG00000113240,ENSG00000130826,ENSG00000127445,,ENSG00000090674,ENSG00000145780,ENSG00000111912,ENSG00000061938,ENSG00000153317,ENSG00000090565,,,ENSG00000136908,ENSG00000260916,ENSG00000179476,,,,,,,ENSG00000140876,ENSG00000158711,,,,,,,
ENSG00000157106,ENSG00000109971,ENSG00000100811,ENSG00000116688,ENSG00000110107,ENSG00000177830,ENSG00000118939,ENSG00000116954,ENSG00000088205,ENSG00000148834,ENSG00000169188,ENSG00000164978,ENSG00000119655,ENSG00000198833,ENSG00000173402,ENSG00000071894,ENSG00000110108,ENSG00000163882,ENSG00000204228,ENSG00000186153,ENSG00000198909,ENSG00000163328,ENSG00000104522,ENSG00000188243,ENSG00000116005,,ENSG00000096063,ENSG00000136518,ENSG00000058063,,ENSG00000072274,ENSG00000102471,,ENSG00000099330,ENSG00000144115,ENSG00000120709,ENSG00000130706,ENSG00000276293,ENSG00000160753,ENSG00000132507,ENSG00000121766,,ENSG00000005893,ENSG00000143751,ENSG00000172059,ENSG00000196072,ENSG00000137509,ENSG00000140391,,,ENSG00000058799,ENSG00000006652,ENSG00000150764,,,,,,,ENSG00000140836,ENSG00000056972,,,,,,,
ENSG00000115539,ENSG00000170606,ENSG00000243927,ENSG00000108528,ENSG00000123595,ENSG00000110917,ENSG00000198130,ENSG00000175220,ENSG00000124795,ENSG00000120889,ENSG00000161960,ENSG00000162368,ENSG00000100075,ENSG00000002919,ENSG00000074964,ENSG00000156858,ENSG00000145675,ENSG00000125450,ENSG00000167107,ENSG00000118777,ENSG00000144118,ENSG00000198689,ENSG00000198931,ENSG00000165915,ENSG00000177706,,ENSG00000256269,ENSG00000125676,ENSG00000168040,,ENSG00000106399,ENSG00000182324,,ENSG00000197912,ENSG00000132570,ENSG00000189077,ENSG00000180992,ENSG00000102181,ENSG00000137411,ENSG00000075914,ENSG00000177576,,ENSG00000140995,ENSG00000141664,ENSG00000152465,ENSG00000115762,ENSG00000119669,ENSG00000167740,,,ENSG00000188603,ENSG00000067900,,,,,,,,,ENSG00000123104,,,,,,,
ENSG00000171055,ENSG00000175216,ENSG00000127511,ENSG00000189043,ENSG00000075142,ENSG00000102531,ENSG00000115084,ENSG00000145860,ENSG00000163950,ENSG00000168374,ENSG00000125912,ENSG00000068912,ENSG00000102580,ENSG00000172890,ENSG00000088854,ENSG00000124222,ENSG00000139684,ENSG00000168137,ENSG00000110013,,ENSG00000108582,ENSG00000125648,ENSG00000141503,ENSG00000094914,ENSG00000151748,,ENSG00000130772,ENSG00000148840,ENSG00000065135,,ENSG00000128050,,,ENSG00000239779,ENSG00000168152,ENSG00000124098,ENSG00000096080,ENSG00000111911,ENSG00000104866,ENSG00000165732,ENSG00000156642,,ENSG00000181788,ENSG00000139350,ENSG00000152133,ENSG00000100401,ENSG00000138835,ENSG00000134030,,,ENSG00000166340,ENSG00000180628,,,,,,,,,ENSG00000198589,,,,,,,
ENSG00000168890,ENSG00000143799,ENSG00000103168,ENSG00000105953,ENSG00000113387,ENSG00000113583,ENSG00000171928,ENSG00000116044,ENSG00000157593,ENSG00000112473,ENSG00000140157,ENSG00000213672,ENSG00000172269,ENSG00000204267,ENSG00000145391,ENSG00000213676,ENSG00000110880,ENSG00000100359,ENSG00000133731,,ENSG00000166946,ENSG00000171735,ENSG00000185963,ENSG00000173230,ENSG00000122729,,ENSG00000132405,ENSG00000095564,ENSG00000111261,,ENSG00000168496,,,ENSG00000178252,,ENSG00000271303,ENSG00000107263,ENSG00000136478,ENSG00000235194,ENSG00000077348,ENSG00000132670,,ENSG00000103148,ENSG00000066827,ENSG00000166575,ENSG00000196976,ENSG00000157800,ENSG00000133030,,,ENSG00000132376,ENSG00000131724,,,,,,,,,,,,,,,,
ENSG00000198612,ENSG00000115233,ENSG00000132424,ENSG00000005882,ENSG00000213281,ENSG00000167193,ENSG00000185238,ENSG00000085719,ENSG00000004455,ENSG00000136240,ENSG00000129515,ENSG00000197102,ENSG00000140612,ENSG00000055332,ENSG00000175764,ENSG00000242802,ENSG00000055211,ENSG00000100941,ENSG00000088808,,ENSG00000136156,ENSG00000103260,ENSG00000175634,ENSG00000159140,ENSG00000148737,,ENSG00000148459,ENSG00000163939,ENSG00000117151,,ENSG00000163584,,,ENSG00000105443,,ENSG00000066926,ENSG00000155090,ENSG00000114770,ENSG00000182685,ENSG00000130810,ENSG00000166848,,ENSG00000133606,ENSG00000144843,ENSG00000156313,ENSG00000214517,ENSG00000166548,ENSG00000011021,,,ENSG00000100938,ENSG00000160613,,,,,,,,,,,,,,,,
ENSG00000154813,ENSG00000126767,ENSG00000143442,ENSG00000104325,ENSG00000160285,ENSG00000025796,ENSG00000187024,ENSG00000006831,ENSG00000139343,ENSG00000177700,ENSG00000153574,ENSG00000171067,ENSG00000163902,ENSG00000059378,ENSG00000162885,ENSG00000132005,ENSG00000124831,ENSG00000162298,ENSG00000278535,,ENSG00000087157,ENSG00000198825,ENSG00000086544,ENSG00000172922,ENSG00000115170,,ENSG00000162775,ENSG00000138750,ENSG00000198018,,ENSG00000163918,,,ENSG00000132635,,ENSG00000068366,ENSG00000079999,ENSG00000158828,ENSG00000130714,ENSG00000189091,ENSG00000160408,,ENSG00000143862,,ENSG00000186665,ENSG00000100364,ENSG00000075420,ENSG00000172301,,,ENSG00000166507,ENSG00000100296,,,,,,,,,,,,,,,,
ENSG00000179041,ENSG00000161980,ENSG00000100836,ENSG00000073578,ENSG00000136044,ENSG00000186866,ENSG00000263001,ENSG00000213699,ENSG00000101361,ENSG00000067167,ENSG00000123353,ENSG00000134291,ENSG00000144591,ENSG00000138496,ENSG00000160145,ENSG00000130522,ENSG00000143641,ENSG00000163348,ENSG00000155545,,ENSG00000116691,ENSG00000224531,ENSG00000100949,ENSG00000133858,ENSG00000143322,,,ENSG00000137054,,,ENSG00000172667,,,ENSG00000007541,,ENSG00000197081,ENSG00000120910,ENSG00000131067,ENSG00000110171,ENSG00000149136,ENSG00000131116,,ENSG00000144711,,ENSG00000139117,ENSG00000156671,,ENSG00000123575,,,ENSG00000024862,ENSG00000079950,,,,,,,,,,,,,,,,
ENSG00000128708,ENSG00000242114,ENSG00000004534,ENSG00000146701,ENSG00000141127,ENSG00000133657,ENSG00000124782,ENSG00000147955,ENSG00000156171,ENSG00000198431,ENSG00000166889,ENSG00000006715,ENSG00000106803,ENSG00000163602,,ENSG00000182173,ENSG00000112078,ENSG00000108175,ENSG00000176834,,ENSG00000173757,ENSG00000167733,ENSG00000185298,ENSG00000254505,ENSG00000153823,,,ENSG00000100814,,,ENSG00000117593,,,ENSG00000163703,,ENSG00000136861,ENSG00000121579,ENSG00000090097,ENSG00000176058,ENSG00000146731,ENSG00000197982,,ENSG00000143774,,ENSG00000120278,ENSG00000172375,,ENSG00000179195,,,ENSG00000168297,ENSG00000125812,,,,,,,,,,,,,,,,
ENSG00000180398,ENSG00000168275,ENSG00000134884,ENSG00000138495,ENSG00000160877,ENSG00000120697,ENSG00000072415,ENSG00000085733,ENSG00000132780,ENSG00000148248,ENSG00000093000,ENSG00000115966,ENSG00000129103,ENSG00000108771,,ENSG00000100201,ENSG00000258289,ENSG00000124193,ENSG00000147804,,ENSG00000105656,ENSG00000157985,ENSG00000157778,ENSG00000132356,ENSG00000145685,,,ENSG00000126804,,,ENSG00000170734,,,ENSG00000185324,,ENSG00000183621,ENSG00000127774,ENSG00000051128,ENSG00000074855,ENSG00000150753,ENSG00000241973,,ENSG00000075399,,ENSG00000166821,ENSG00000257365,,ENSG00000125124,,,ENSG00000014164,ENSG00000101849,,,,,,,,,,,,,,,,
ENSG00000205339,ENSG00000114023,ENSG00000013441,ENSG00000198721,ENSG00000106367,ENSG00000109756,ENSG00000139517,ENSG00000103978,ENSG00000232119,ENSG00000124783,ENSG00000168003,ENSG00000139168,ENSG00000125304,ENSG00000116815,,ENSG00000100813,ENSG00000131043,ENSG00000115875,ENSG00000117620,,ENSG00000171862,ENSG00000112309,ENSG00000141985,ENSG00000169592,ENSG00000067208,,,ENSG00000198964,,,ENSG00000111602,,,ENSG00000007392,,ENSG00000101986,ENSG00000099341,ENSG00000078967,ENSG00000196459,ENSG00000011260,ENSG00000134072,,ENSG00000101152,,ENSG00000185010,ENSG00000125149,,ENSG00000083750,,,ENSG00000109118,ENSG00000139832,,,,,,,,,,,,,,,,
ENSG00000162852,ENSG00000247077,ENSG00000198276,ENSG00000104823,ENSG00000108389,ENSG00000165512,ENSG00000064652,ENSG00000170653,ENSG00000146223,ENSG00000114850,ENSG00000042753,ENSG00000132294,ENSG00000100926,ENSG00000092871,,ENSG00000103479,ENSG00000169756,ENSG00000161547,,,ENSG00000164054,ENSG00000100142,ENSG00000164924,ENSG00000196199,ENSG00000143842,,,ENSG00000139372,,,ENSG00000112249,,,ENSG00000108465,,ENSG00000124588,ENSG00000103035,ENSG00000145945,ENSG00000118162,ENSG00000142864,ENSG00000167778,,ENSG00000219200,,ENSG00000170262,ENSG00000115808,,ENSG00000177383,,,ENSG00000104763,ENSG00000139083,,,,,,,,,,,,,,,,
